timestamp,symbol,quantity,ref_price,fill_price,leverage,margin_required,order_id,status,product,capital_base
2026-09-25T15:19:40.011091+05:30,SANGAMIND,404,617.55,617.5682,0.0,249490.2,limit_entry_multi,filled,MTF,1500000
2026-09-25T15:19:41.097784+05:30,BHAGERIA,316,395.0,394.528,0.0,124820.0,limit_entry_multi,filled,CNC,1500000
2026-09-25T15:19:41.812120+05:30,SHOPERSTOP,591,423.0,422.7841,0.0,249993.0,limit_entry_multi,filled,MTF,1500000
2026-09-25T15:21:00.603270+05:30,DELTACORP,3254,76.82,76.9342,2.69,93014.69,321260925638609,filled,MTF,1500000
2026-09-25T15:21:01.523903+05:30,SHANTIGOLD,771,324.0,325.9933,2.5,99921.6,23126092590809,filled,MTF,1500000
2026-09-25T15:21:02.319691+05:30,STEELCAS,665,375.45,375.6216,2.5,99869.7,23126092590709,filled,MTF,1500000
