timestamp,symbol,quantity,ref_price,fill_price,leverage,margin_required,order_id,status,product,capital_base
2026-09-03T15:21:01.547124+05:30,ALEMBICLTD,1597,109.55,109.8863,2.5,69980.54,34126090364809,filled,MTF,1400000
2026-09-03T15:21:02.738671+05:30,ANTELOPUS,86,1016.0,1012.0773,1.56,87376.0,321260903596709,filled,CNC,700000.0
2026-09-03T15:21:03.462859+05:30,BFUTILITIE,321,544.85,544.1489,2.0,87448.42,34126090364909,filled,MTF,1400000
2026-09-03T15:21:04.183121+05:30,GOCLCORP,414,422.55,421.586,2.5,69974.28,221260903780209,filled,MTF,1400000
2026-09-03T15:21:05.003484+05:30,HIKAL,726,240.72,,2.5,69905.086,23126090365409,not_filled,MTF,1400000
2026-09-03T15:21:05.004807+05:30,HINDOILEXP,951,183.96,183.9966,2.8,62385.73,23126090365609,filled,MTF,1400000
2026-09-03T15:21:05.713087+05:30,KIRIINDUS,302,578.25,579.35,2.71,64491.414,23126090365509,filled,MTF,1400000
2026-09-03T15:21:09.623632+05:30,RAYMOND,231,756.95,763.0,2.76,63385.1,34126090365009,filled,MTF,1400000
