timestamp,symbol,quantity,ref_price,fill_price,leverage,margin_required,order_id,status,product,capital_base
2026-08-27T15:21:00.723726+05:30,BOMDYEING,2991,117.01,116.9946,2.5,139990.77,23126082781609,filled,MTF,1400000
2026-08-27T15:21:01.798757+05:30,GKENERGY,2508,139.51,139.6491,2.0,174945.55,321260827577609,filled,MTF,1400000
2026-08-27T15:21:02.536066+05:30,IMAGICAA,5812,60.21,,2.5,139976.2,34126082778309,not_filled,MTF,1400000
2026-08-27T15:21:02.536883+05:30,RAMRAT,614,569.25,572.3033,2.5,139807.8,34126082778209,filled,MTF,1400000
