timestamp,open,high,low,close,volume,oi
2026-04-20T09:15:00+05:30,5202.0,5297.0,5165.0,5198.95,57,0
2026-04-20T09:30:00+05:30,5198.95,5198.95,4955.0,5190.0,88,0
2026-04-20T09:45:00+05:30,5190.0,5190.0,5110.05,5110.05,36,0
2026-04-20T10:00:00+05:30,5110.05,5175.0,5110.05,5175.0,17,0
2026-04-20T10:15:00+05:30,5175.0,5175.0,5116.1,5175.0,30,0
2026-04-20T10:30:00+05:30,5175.0,5288.55,5175.0,5288.55,66,0
2026-04-20T10:45:00+05:30,5288.55,5288.55,5222.0,5235.5,47,0
2026-04-20T11:00:00+05:30,5235.5,5275.0,5235.5,5275.0,95,0
2026-04-20T11:15:00+05:30,5275.0,5287.6,5250.0,5287.6,104,0
2026-04-20T11:30:00+05:30,5287.6,5287.6,5285.95,5287.0,25,0
2026-04-20T11:45:00+05:30,5287.0,5287.0,5285.0,5285.0,14,0
2026-04-20T12:00:00+05:30,5285.0,5285.0,5250.0,5250.0,6,0
2026-04-20T12:15:00+05:30,5250.0,5285.0,5250.0,5250.05,81,0
2026-04-20T12:30:00+05:30,5250.05,5250.05,5250.0,5250.05,70,0
2026-04-20T12:45:00+05:30,5250.05,5285.0,5250.05,5280.0,123,0
2026-04-20T13:00:00+05:30,5280.0,5280.0,5280.0,5280.0,0,0
2026-04-20T13:15:00+05:30,5250.0,5250.05,5235.05,5235.05,103,0
2026-04-20T13:30:00+05:30,5235.05,5235.05,5235.05,5235.05,0,0
2026-04-20T13:45:00+05:30,5235.05,5250.0,5235.05,5250.0,5,0
2026-04-20T14:00:00+05:30,5250.0,5250.0,5201.55,5201.55,51,0
2026-04-20T14:15:00+05:30,5201.55,5201.55,5201.55,5201.55,0,0
2026-04-20T14:30:00+05:30,5201.55,5249.8,5201.55,5202.1,7,0
2026-04-20T14:45:00+05:30,5202.1,5202.1,5202.05,5202.05,1,0
2026-04-20T15:00:00+05:30,5202.05,5244.0,5202.0,5244.0,15,0
2026-04-20T15:15:00+05:30,5244.0,5244.0,5170.0,5242.0,198,0
2026-04-21T09:15:00+05:30,5204.6,5286.75,5199.85,5199.85,73,0
2026-04-21T09:30:00+05:30,5199.85,5199.85,5176.0,5176.0,45,0
2026-04-21T09:45:00+05:30,5176.0,5180.1,5176.0,5179.0,10,0
2026-04-21T10:00:00+05:30,5179.0,5179.0,5161.0,5161.0,29,0
2026-04-21T10:15:00+05:30,5161.0,5198.35,5161.0,5198.0,82,0
2026-04-21T10:30:00+05:30,5198.0,5277.25,5198.0,5250.0,147,0
2026-04-21T10:45:00+05:30,5250.0,5250.0,5225.0,5225.0,25,0
2026-04-21T11:00:00+05:30,5232.95,5232.95,5232.95,5232.95,2,0
2026-04-21T11:15:00+05:30,5232.95,5240.0,5232.95,5240.0,25,0
2026-04-21T11:30:00+05:30,5225.05,5240.0,5225.05,5240.0,10,0
2026-04-21T11:45:00+05:30,5240.0,5242.0,5225.05,5225.05,32,0
2026-04-21T12:00:00+05:30,5225.05,5225.05,5165.0,5165.0,63,0
2026-04-21T12:15:00+05:30,5165.0,5181.0,5165.0,5181.0,1,0
2026-04-21T12:30:00+05:30,5181.0,5249.9,5181.0,5182.05,2,0
2026-04-21T12:45:00+05:30,5182.05,5182.05,5182.05,5182.05,0,0
2026-04-21T13:00:00+05:30,5182.05,5182.05,5182.05,5182.05,0,0
2026-04-21T13:15:00+05:30,5182.05,5182.05,5182.05,5182.05,0,0
2026-04-21T13:30:00+05:30,5182.05,5182.05,5182.05,5182.05,0,0
2026-04-21T13:45:00+05:30,5182.05,5185.15,5182.05,5185.15,2,0
2026-04-21T14:00:00+05:30,5185.15,5239.95,5185.15,5239.95,25,0
2026-04-21T14:15:00+05:30,5239.95,5239.95,5186.25,5186.25,1,0
2026-04-21T14:30:00+05:30,5186.25,5186.25,5186.25,5186.25,0,0
2026-04-21T14:45:00+05:30,5186.25,5250.0,5186.25,5250.0,71,0
2026-04-21T15:00:00+05:30,5250.0,5265.0,5186.3,5186.3,128,0
2026-04-21T15:15:00+05:30,5186.3,5274.5,5186.3,5213.0,89,0
2026-04-22T09:15:00+05:30,5224.95,5225.0,5213.0,5213.0,12,0
2026-04-22T09:30:00+05:30,5213.5,5249.7,5213.0,5215.1,70,0
2026-04-22T09:45:00+05:30,5215.1,5278.9,5213.0,5249.95,126,0
2026-04-22T10:00:00+05:30,5249.95,5249.95,5213.0,5247.85,15,0
2026-04-22T10:15:00+05:30,5247.85,5247.85,5213.0,5247.85,19,0
2026-04-22T10:30:00+05:30,5247.85,5277.0,5214.0,5276.95,49,0
2026-04-22T10:45:00+05:30,5276.95,5276.95,5274.95,5274.95,2,0
2026-04-22T11:00:00+05:30,5274.95,5274.95,5248.6,5274.85,11,0
2026-04-22T11:15:00+05:30,5222.3,5222.3,5214.0,5215.0,585,0
2026-04-22T11:30:00+05:30,5215.0,5273.95,5207.0,5269.85,511,0
2026-04-22T11:45:00+05:30,5268.95,5268.95,5225.05,5225.05,22,0
2026-04-22T12:00:00+05:30,5225.05,5275.0,5225.05,5274.0,526,0
2026-04-22T12:15:00+05:30,5273.95,5275.0,5269.95,5274.75,22,0
2026-04-22T12:30:00+05:30,5274.75,5274.75,5250.0,5274.0,38,0
2026-04-22T12:45:00+05:30,5274.75,5278.0,5274.75,5278.0,105,0
2026-04-22T13:00:00+05:30,5278.0,5280.0,5252.0,5274.0,34,0
2026-04-22T13:15:00+05:30,5279.95,5279.95,5255.25,5255.25,17,0
2026-04-22T13:30:00+05:30,5255.25,5255.25,5255.25,5255.25,0,0
2026-04-22T13:45:00+05:30,5255.25,5255.25,5255.25,5255.25,0,0
