timestamp,open,high,low,close,volume,oi
2026-04-20T10:45:00+05:30,235.1,235.1,227.0,227.0,417,0
2026-04-20T11:00:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T11:15:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T11:30:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T11:45:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T12:00:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T12:15:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T12:30:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T12:45:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T13:00:00+05:30,227.0,227.0,227.0,227.0,0,0
2026-04-20T13:15:00+05:30,227.0,230.0,226.0,226.0,200,0
2026-04-20T13:30:00+05:30,226.0,226.15,226.0,226.15,280,0
2026-04-20T13:45:00+05:30,226.15,226.15,226.15,226.15,0,0
2026-04-20T14:00:00+05:30,226.15,242.0,226.15,235.0,2,0
2026-04-20T14:15:00+05:30,235.0,235.0,235.0,235.0,0,0
2026-04-20T14:30:00+05:30,235.0,235.0,233.0,233.0,1,0
2026-04-20T14:45:00+05:30,233.0,233.0,233.0,233.0,0,0
2026-04-20T15:00:00+05:30,233.0,233.0,230.0,230.0,10,0
2026-04-20T15:15:00+05:30,230.0,248.95,230.0,248.95,275,0
2026-04-21T09:15:00+05:30,240.0,241.95,239.5,241.95,26,0
2026-04-21T09:30:00+05:30,241.95,241.95,238.0,238.0,39,0
2026-04-21T09:45:00+05:30,238.0,238.0,238.0,238.0,0,0
2026-04-21T10:00:00+05:30,237.5,237.5,236.0,236.0,47,0
2026-04-21T10:15:00+05:30,239.95,239.95,239.95,239.95,2,0
2026-04-21T10:30:00+05:30,239.95,240.0,239.95,240.0,1,0
2026-04-21T10:45:00+05:30,240.0,240.0,240.0,240.0,0,0
2026-04-21T11:00:00+05:30,240.0,240.0,240.0,240.0,0,0
2026-04-21T11:15:00+05:30,240.0,240.0,239.95,239.95,105,0
2026-04-21T11:30:00+05:30,239.95,239.95,239.95,239.95,0,0
2026-04-21T11:45:00+05:30,239.95,239.95,239.95,239.95,0,0
2026-04-21T12:00:00+05:30,239.0,239.0,237.0,237.0,31,0
2026-04-21T12:15:00+05:30,237.0,237.0,237.0,237.0,0,0
2026-04-21T12:30:00+05:30,237.0,237.0,237.0,237.0,0,0
2026-04-21T12:45:00+05:30,237.0,237.0,237.0,237.0,0,0
2026-04-21T13:00:00+05:30,237.0,237.0,237.0,237.0,0,0
2026-04-21T13:15:00+05:30,237.0,239.95,237.0,239.95,1,0
2026-04-21T13:30:00+05:30,239.95,240.0,239.95,240.0,10,0
2026-04-21T13:45:00+05:30,240.0,240.0,240.0,240.0,0,0
2026-04-21T14:00:00+05:30,240.0,240.0,240.0,240.0,0,0
2026-04-21T14:15:00+05:30,240.0,240.0,234.5,234.5,60,0
2026-04-21T14:30:00+05:30,234.5,234.5,234.5,234.5,0,0
2026-04-21T14:45:00+05:30,234.5,234.5,234.5,234.5,0,0
2026-04-21T15:00:00+05:30,234.5,250.0,234.5,243.0,564,0
2026-04-21T15:15:00+05:30,243.0,250.0,243.0,250.0,769,0
2026-04-22T09:15:00+05:30,246.0,246.05,245.05,245.05,80,0
2026-04-22T09:30:00+05:30,245.05,248.95,245.05,248.95,1,0
2026-04-22T09:45:00+05:30,248.95,248.95,245.35,245.35,3,0
2026-04-22T10:00:00+05:30,245.35,245.35,245.35,245.35,0,0
2026-04-22T10:15:00+05:30,245.35,249.95,245.35,249.95,124,0
2026-04-22T10:30:00+05:30,249.95,255.0,249.95,255.0,100,0
2026-04-22T10:45:00+05:30,255.0,255.0,255.0,255.0,0,0
2026-04-22T11:00:00+05:30,255.0,255.0,255.0,255.0,0,0
2026-04-22T11:15:00+05:30,255.0,255.0,254.95,254.95,500,0
2026-04-22T11:30:00+05:30,254.95,254.95,254.95,254.95,0,0
2026-04-22T11:45:00+05:30,254.95,254.95,254.95,254.95,0,0
2026-04-22T12:00:00+05:30,254.95,254.95,246.05,246.05,22,0
2026-04-22T12:15:00+05:30,246.05,246.05,246.05,246.05,0,0
2026-04-22T12:30:00+05:30,246.05,246.15,246.05,246.15,1,0
2026-04-22T12:45:00+05:30,246.15,246.15,246.15,246.15,0,0
2026-04-22T13:00:00+05:30,246.15,246.15,246.15,246.15,0,0
2026-04-22T13:15:00+05:30,246.15,246.15,246.15,246.15,0,0
2026-04-22T13:30:00+05:30,246.15,246.15,246.15,246.15,0,0
2026-04-22T13:45:00+05:30,246.15,246.25,246.15,246.25,3,0
2026-04-22T14:00:00+05:30,246.25,246.25,246.25,246.25,0,0
2026-04-22T14:15:00+05:30,246.25,246.25,246.25,246.25,0,0
2026-04-22T14:30:00+05:30,246.25,246.25,234.0,234.0,502,0
2026-04-22T14:45:00+05:30,234.0,234.0,234.0,234.0,0,0
2026-04-22T15:00:00+05:30,234.0,248.0,234.0,248.0,1265,0
2026-04-22T15:15:00+05:30,248.0,250.95,239.0,239.0,72,0
2026-04-23T11:15:00+05:30,242.05,242.05,242.05,242.05,4,0
2026-04-23T11:30:00+05:30,242.05,242.05,242.05,242.05,0,0
2026-04-23T11:45:00+05:30,242.05,242.05,242.05,242.05,0,0
2026-04-23T12:00:00+05:30,242.05,242.05,242.05,242.05,0,0
2026-04-23T12:15:00+05:30,242.05,242.05,239.5,239.5,100,0
2026-04-23T12:30:00+05:30,239.5,239.5,239.5,239.5,0,0
2026-04-23T12:45:00+05:30,240.05,240.05,238.0,238.0,104,0
2026-04-23T13:00:00+05:30,238.0,238.0,238.0,238.0,0,0
2026-04-23T13:15:00+05:30,238.0,238.0,238.0,238.0,0,0
2026-04-23T13:30:00+05:30,238.0,238.0,238.0,238.0,0,0
