timestamp,open,high,low,close,volume,oi
2026-09-08T09:30:00+05:30,221.0,221.0,221.0,221.0,4726305,0
2026-09-08T09:45:00+05:30,221.0,221.0,221.0,221.0,0,0
2026-09-08T10:00:00+05:30,221.01,222.0,195.0,201.34,14657566,0
2026-09-08T10:15:00+05:30,201.35,208.0,201.07,207.54,6273904,0
2026-09-08T10:30:00+05:30,207.43,208.0,201.01,203.8,3729156,0
2026-09-08T10:45:00+05:30,203.8,204.9,201.3,201.91,1615604,0
2026-09-08T11:00:00+05:30,201.91,202.59,199.0,202.3,1417258,0
2026-09-08T11:15:00+05:30,202.35,202.75,199.53,200.11,790191,0
2026-09-08T11:30:00+05:30,200.01,201.49,198.05,199.72,1229166,0
2026-09-08T11:45:00+05:30,199.84,201.89,199.12,201.66,613432,0
2026-09-08T12:00:00+05:30,201.8,205.5,200.53,205.36,2350896,0
2026-09-08T12:15:00+05:30,205.4,206.08,201.0,202.26,1846357,0
2026-09-08T12:30:00+05:30,202.26,204.8,202.24,203.8,591513,0
2026-09-08T12:45:00+05:30,203.8,204.8,202.9,203.27,592535,0
2026-09-08T13:00:00+05:30,203.37,204.14,202.33,204.0,299030,0
2026-09-08T13:15:00+05:30,204.0,204.65,203.05,203.06,422487,0
2026-09-08T13:30:00+05:30,203.06,203.84,201.27,201.62,636410,0
2026-09-08T13:45:00+05:30,201.62,202.0,200.06,200.9,555958,0
2026-09-08T14:00:00+05:30,200.9,201.4,198.02,201.1,1365978,0
2026-09-08T14:15:00+05:30,201.01,201.45,198.11,199.0,1307680,0
2026-09-08T14:30:00+05:30,199.0,201.0,198.6,198.75,708453,0
2026-09-08T14:45:00+05:30,198.75,199.67,193.25,194.98,2374432,0
2026-09-08T15:00:00+05:30,194.97,195.8,193.0,194.16,1582103,0
2026-09-08T15:15:00+05:30,194.16,195.18,193.55,194.7,1232383,0
2026-09-09T09:15:00+05:30,196.01,199.45,194.37,199.27,2421997,0
2026-09-09T09:30:00+05:30,199.2,203.33,199.0,201.24,2535463,0
2026-09-09T09:45:00+05:30,201.07,203.14,200.3,201.4,978628,0
2026-09-09T10:00:00+05:30,201.33,202.4,200.41,201.02,863174,0
2026-09-09T10:15:00+05:30,201.04,201.1,198.5,199.79,786559,0
2026-09-09T10:30:00+05:30,199.8,200.0,198.5,198.52,230189,0
2026-09-09T10:45:00+05:30,198.78,199.0,198.15,198.39,308680,0
2026-09-09T11:00:00+05:30,198.23,198.4,196.2,196.47,391173,0
2026-09-09T11:15:00+05:30,196.47,198.0,196.02,197.7,343580,0
2026-09-09T11:30:00+05:30,197.6,200.0,197.0,199.8,367405,0
2026-09-09T11:45:00+05:30,199.8,199.84,197.8,198.41,241722,0
2026-09-09T12:00:00+05:30,198.56,199.7,197.46,197.77,139251,0
2026-09-09T12:15:00+05:30,197.8,198.9,197.31,198.21,118296,0
2026-09-09T12:30:00+05:30,198.49,199.87,198.13,198.67,223748,0
2026-09-09T12:45:00+05:30,198.56,199.8,198.5,199.01,94774,0
2026-09-09T13:00:00+05:30,199.14,200.5,199.02,200.0,347045,0
2026-09-09T13:15:00+05:30,200.0,202.89,200.0,202.4,640437,0
2026-09-09T13:30:00+05:30,202.22,203.0,200.5,200.86,504270,0
2026-09-09T13:45:00+05:30,200.78,201.8,200.4,201.22,133556,0
2026-09-09T14:00:00+05:30,201.25,201.45,200.8,201.2,173729,0
2026-09-09T14:15:00+05:30,201.21,202.39,200.75,202.0,286209,0
2026-09-09T14:30:00+05:30,202.0,202.3,201.51,201.82,281057,0
2026-09-09T14:45:00+05:30,201.89,203.8,201.89,202.87,779241,0
2026-09-09T15:00:00+05:30,202.87,202.97,200.1,200.7,655929,0
2026-09-09T15:15:00+05:30,200.65,202.72,200.22,202.5,603357,0
