symbol,mcap_cr,current_price
WALCHANNAG,1500.28,220.94
INFOBEAN,1508.35,155.54
SDBL,1509.78,72.62
DIGITIDE,1518.4,101.83
CEINSYS,1524.68,728.2
AMRUTANJAN,1525.76,527.75
VIKRAN,1527.09,59.21
MVELECTRO,1528.24,560.15
GNRL,1529.88,99.73
KRISHNADEF,1533.49,1025.9
MOBIKWIK,1534.62,194.88
DOLLAR,1536.44,270.9
KAPSTON,1537.59,505.25
TTKHLTCARE,1541.05,1090.6
IFGLEXPOR,1549.76,215.01
GTLINFRA,1549.94,1.21
MENONBE,1551.41,276.84
CLSEL,1557.41,313.2
MBEL,1561.63,273.2
SUMMITSEC,1562.55,1433.3
MOL,1572.68,61.84
DLINKINDIA,1575.71,443.8
DANISH,1576.9,800.8
MIIL,1578.12,726.45
SPMLINFRA,1584.12,186.71
BLIL,1595.98,71.9
JAGSNPHARM,1597.49,242.2
INDORAMA,1598.53,61.22
SYNCOMF,1600.82,17.03
KOTIC,1610.06,149.05
IGPL,1613.19,523.85
IPL,1617.7,140.47
INDOBORAX,1622.79,505.7
AEROENTER,1625.49,143.64
DELTACORP,1625.91,60.72
AVADHSUGAR,1628.9,813.7
WENDT,1629.7,8148.5
SPICEJET,1634.45,10.71
RGL,1638.23,152.58
HINDWAREAP,1641.89,196.29
GENESYS,1646.88,246.3
QUADFUTURE,1647.8,411.95
SMCGLOBAL,1659.7,79.26
HITECH,1663.86,81.92
AURUM,1683.35,233.43
SURYODAY,1684.06,158.43
BFINVEST,1686.04,447.7
INSECTICID,1686.22,579.5
MTNL,1687.77,26.79
ACCELYA,1689.35,1131.8
SHALBY,1694.89,156.92
KPEL,1697.33,250.35
MCLOUD,1700.64,28.87
VIDHIING,1703.12,341.0
GARUDA,1704.71,183.22
INDOKEM,1740.23,624.0
DISAQ,1741.27,11974.0
GOODYEAR,1742.71,755.4
RHETAN,1748.34,21.94
PNGSREVA,1761.32,555.65
SPANDANA,1761.95,247.1
ARDEE,1762.6,55.92
SURAKSHA,1764.24,338.75
5PAISA,1764.65,376.4
MMWL,1767.08,15.6
RICOAUTO,1769.18,130.76
NDRAUTO,1770.34,744.3
YATRA,1771.43,112.89
STUDDS,1776.22,451.35
PFS,1776.56,27.66
NGLFINE,1778.17,2877.3
RACLGEAR,1779.29,1509.4
JAICORPLTD,1789.8,101.98
GOCOLORS,1807.2,343.6
AEROPLANE,1812.05,174.99
TARSONS,1823.11,342.65
