symbol,mcap_cr,current_price
HINDWAREAP,1502.79,179.66
INFOBEAN,1508.54,155.56
VIKRAN,1508.78,58.5
NITTAGELA,1513.64,1667.0
MBEL,1515.62,265.15
CLSEL,1517.63,305.2
TAALTECH,1522.83,4886.6
ONEPOINT,1526.87,58.07
MCLOUD,1528.04,25.94
AGL,1528.23,15.55
STEELXIND,1530.62,12.0
XTRANET,1533.91,293.37
SESHAPAPER,1536.84,243.68
MOBIKWIK,1537.93,195.3
SUMMITSEC,1539.11,1411.8
VIVIDEL,1539.41,1732.05
IFGLEXPOR,1547.17,214.65
DLINKINDIA,1548.19,436.05
DOLLAR,1548.92,273.1
JAGSNPHARM,1552.57,235.39
HITECH,1559.66,76.79
MMWL,1566.58,13.83
IPL,1566.91,136.06
5PAISA,1567.27,334.3
QLINE,1576.29,675.7
KPEL,1578.54,232.83
RGL,1580.36,147.19
AURUM,1587.73,220.17
RUBYMILLS,1587.9,474.85
MTNL,1588.23,25.21
RSL,1588.54,190.09
DPEL,1588.65,636.35
MODISONLTD,1591.02,490.3
BLIL,1598.43,72.01
SHALBY,1603.73,148.48
MOL,1615.91,63.54
AEROENTER,1617.68,142.95
TECHNOCRAF,1619.89,409.0
STLNETWORK,1620.52,33.2
SHREEPUSHK,1620.77,501.2
KRISHNADEF,1625.12,1087.2
SURYODAY,1630.8,153.42
STUDDS,1631.59,414.6
INDOBORAX,1639.64,510.95
WENDT,1646.1,8230.5
AVADHSUGAR,1646.11,822.3
PNGSREVA,1647.37,519.7
DIFFNKG,1648.81,440.55
SKYWAYS,1650.96,113.59
SPANDANA,1658.63,232.61
ACCENTMIC,1664.96,694.05
ACCELYA,1671.59,1119.9
GNRL,1672.55,109.03
TTKHLTCARE,1673.03,1184.0
ONIXSOLAR,1678.6,455.3
ARDEE,1679.08,53.27
PVP,1680.65,64.54
GOODYEAR,1682.61,729.35
CAPACITE,1688.61,199.59
GARUDA,1692.89,181.95
BFINVEST,1693.57,449.7
ASTEC,1695.72,761.0
IKIO,1699.71,219.94
NDRAUTO,1700.41,714.9
NGLFINE,1704.63,2758.3
TARSONS,1709.78,321.35
JAICORPLTD,1711.17,97.5
MENONBE,1712.02,305.5
GOCOLORS,1713.84,325.85
CNL,1714.0,1141.4
IGPL,1715.89,557.2
KAPSTON,1717.29,564.3
DANISH,1720.16,873.55
ASIANHOTNR,1724.51,404.5
DISAQ,1734.72,11929.0
INDOKEM,1738.69,623.45
PFS,1747.65,27.21
SURAKSHA,1748.09,335.65
VIDHIING,1749.07,350.2
SMCGLOBAL,1757.49,83.93
SERVOTECH,1757.98,77.84
QUADFUTURE,1759.4,439.85
RICOAUTO,1764.58,130.42
EIHAHOTELS,1787.26,293.3
HGS,1789.87,384.75
SCILAL,1790.07,38.43
ALGOQUANT,1793.11,63.79
BGRENERGY,1795.88,248.87
YATRA,1807.2,115.17
HATHWAY,1809.05,10.22
EPACK,1811.45,188.15
INSECTICID,1814.54,623.6
AWFIS,1816.99,253.9
OAL,1818.3,540.3
BLUECLOUDS,1818.47,19.7
KRSNAA,1819.65,560.95
GRMOVER,1826.35,88.14
AYMSYNTEX,1830.07,311.3
GENESYS,1834.16,274.31
MOTISONS,1848.45,16.25
LAOPALA,1858.81,167.46
NUCLEUS,1858.83,706.1
PAUSHAKLTD,1859.87,754.3
MACPOWER,1864.58,1863.8
GRANDOAK,1881.47,36.26
TINNARUBR,1887.87,1047.9
VOEPL,1892.2,552.45
SYNCOMF,1893.16,20.14
TIRUMALCHM,1902.44,157.81
DCXINDIA,1907.72,171.27
VIDYAWIRES,1909.13,89.76
ALLCARGO,1909.67,12.75
HPL,1920.33,298.65
RACLGEAR,1926.05,1633.9
BLEL,1932.17,456.75
DEEPA,1934.31,201.23
BHARATRAS,1939.68,1167.0
BLUSPRING,1951.3,130.52
MSPL,1951.48,34.43
JINDRILL,1952.53,673.75
TEAMLEASE,1958.31,1281.5
BFUTILITIE,1965.29,521.85
GREENPANEL,1970.25,160.67
SAGCEM,1972.9,150.94
HESTERBIO,1975.8,2322.6
HONDAPOWER,1991.7,1964.2
CAMLINFINE,1993.96,103.8
CANTABIL,1997.28,238.8
INDIANHUME,1999.54,379.55
INA,1999.94,90.72
VINYAS,2004.05,1592.45
PROTEAN,2004.05,493.35
SHANTIGOLD,2005.13,261.29
SHK,2006.82,144.98
SAKSOFT,2006.96,151.41
MUKANDLTD,2018.46,139.69
INDIAGLYCO,2019.52,301.3
HUHTAMAKI,2022.86,267.85
SILVERTUC,2028.45,159.96
NIBE,2035.85,1313.3
LANDMARK,2038.0,491.5
TIL,2048.14,248.97
SIMPLEXINF,2051.34,259.35
BCG,2064.33,10.23
AEROPLANE,2065.54,199.47
TCIEXP,2076.18,540.05
TAJGVK,2082.63,332.15
KCP,2087.36,161.91
