symbol,mcap_cr,current_price
DIFFNKG,1503.23,401.65
INFOBEAN,1504.76,155.17
WALCHANNAG,1509.18,222.25
CEINSYS,1509.4,720.9
AMRUTANJAN,1509.42,522.1
SDBL,1518.1,73.02
KRISHNADEF,1522.28,1018.4
GNRL,1533.41,99.96
DANISH,1536.44,780.25
MOBIKWIK,1537.45,195.24
MIIL,1537.61,707.8
IFGLEXPOR,1538.52,213.45
IGPL,1542.98,501.05
SUMMITSEC,1544.67,1416.9
DOLLAR,1552.32,273.7
CLSEL,1555.17,312.75
IVALUE,1555.83,284.15
KAPSTON,1558.74,512.2
MBEL,1558.77,272.7
GTLINFRA,1562.75,1.22
TTKHLTCARE,1572.14,1112.6
AEROENTER,1575.59,139.23
DELTACORP,1576.64,58.88
MVELECTRO,1579.53,578.95
VIKRAN,1581.51,61.32
SPMLINFRA,1586.58,187.0
JAGSNPHARM,1587.38,240.77
DLINKINDIA,1592.39,448.5
BLIL,1598.43,72.01
IPL,1611.6,139.94
INDOBORAX,1612.04,502.35
SYNCOMF,1614.92,17.18
INDORAMA,1634.83,62.61
MOL,1638.55,64.43
SPICEJET,1639.03,10.74
HITECH,1639.49,80.72
HINDWAREAP,1645.57,196.73
WENDT,1657.2,8286.0
SHALBY,1663.67,154.03
AVADHSUGAR,1665.93,832.2
MTNL,1666.98,26.46
INDOKEM,1667.44,597.9
SMCGLOBAL,1669.55,79.73
SURYODAY,1670.13,157.12
AURUM,1674.27,232.17
KOTIC,1680.28,155.55
BGRENERGY,1682.09,233.1
SURAKSHA,1682.73,323.1
INSECTICID,1688.11,580.15
BFINVEST,1690.37,448.85
ACCELYA,1697.27,1137.1
GARUDA,1701.45,182.87
VOEPL,1706.39,498.2
PNGSREVA,1715.04,541.05
SPANDANA,1718.45,241.0
RICOAUTO,1720.61,127.17
VIDHIING,1725.6,345.5
DISAQ,1727.6,11880.0
RHETAN,1737.98,21.81
KPEL,1740.72,256.75
MCLOUD,1742.46,29.58
GOODYEAR,1744.44,756.15
MMWL,1746.69,15.42
5PAISA,1757.15,374.8
NDRAUTO,1768.08,743.35
NGLFINE,1770.14,2864.3
STUDDS,1770.9,450.0
JAICORPLTD,1781.73,101.52
RACLGEAR,1784.13,1513.5
QUADFUTURE,1789.2,447.3
PFS,1792.61,27.91
CNL,1805.3,1202.2
YATRA,1809.4,115.31
EIHAHOTELS,1814.99,297.85
AEROPLANE,1818.99,175.66
WEL,1821.7,135.94
BCG,1826.22,9.05
KRSNAA,1826.3,563.0
JINDRILL,1828.49,630.95
VIDYAWIRES,1839.79,86.5
TARSONS,1845.46,346.85
TINNARUBR,1851.3,1027.6
ALGOQUANT,1856.36,66.04
SERVOTECH,1857.8,82.26
GOCOLORS,1858.22,353.3
OMAXE,1861.38,101.77
SCILAL,1864.13,40.02
CAPACITE,1868.9,220.9
GRMOVER,1869.86,90.24
HGS,1870.35,402.05
MOTISONS,1872.34,16.46
ARDEE,1873.24,59.43
HATHWAY,1874.54,10.59
LAOPALA,1881.01,169.46
PAUSHAKLTD,1895.13,768.6
SBC,1896.19,39.82
TEAMLEASE,1906.2,1247.4
TBZ,1909.83,286.2
MSPL,1914.64,33.78
ANONDITA,1921.43,1062.35
MAHASTEEL,1932.19,1175.7
EPACK,1936.98,201.29
SHUKRAPHAR,1937.38,44.07
RATNAVEER,1937.95,270.23
GREENPANEL,1938.98,158.12
BFUTILITIE,1942.31,515.75
NUCLEUS,1942.54,737.9
TIRUMALCHM,1945.36,161.37
BLEL,1946.55,460.15
DCXINDIA,1957.28,175.72
MUKANDLTD,1960.52,135.68
MACPOWER,1964.22,1963.4
GRANDOAK,1965.53,37.88
GOCLCORP,1974.97,398.4
AWFIS,1987.31,277.7
BLUSPRING,1988.53,133.01
ALLCARGO,1996.54,13.33
SAKAR,2001.38,899.5
GMBREW,2005.62,877.85
SIMPLEXINF,2007.12,253.76
HESTERBIO,2011.45,2364.5
VINYAS,2017.52,1603.15
HPL,2021.29,314.35
INDOCO,2023.2,219.19
JAYKAY,2026.09,155.51
CANTABIL,2036.08,243.44
PARACABLES,2037.07,62.25
JISLJALEQS,2037.98,27.95
TIL,2038.49,247.85
WINDLAS,2046.6,991.75
ARMANFIN,2055.0,1954.4
CAMLINFINE,2058.32,107.15
HUHTAMAKI,2064.39,273.35
SHANTIGOLD,2075.96,270.52
KODYTECH,2077.41,1453.4
MARSONS,2081.89,120.97
INA,2083.49,94.51
HINDOILEXP,2083.89,157.58
INDIANHUME,2087.78,396.3
NELCO,2088.71,915.3
TCIEXP,2098.47,545.85
DYCL,2101.65,433.7
HONDAPOWER,2102.12,2073.1
BLUECLOUDS,2121.24,22.98
BHARATRAS,2132.65,1283.1
EMSLIMITED,2134.05,384.3
SANSTAR,2134.66,106.59
KABRAEXTRU,2137.19,611.1
SHK,2139.99,154.6
RAMCOSYS,2143.2,570.05
SAKSOFT,2149.05,162.13
SAGCEM,2160.99,165.33
ELCIDIN,2166.4,108320.0
HMT,2168.1,60.97
HLEGLAS,2178.1,313.6
PENIND,2181.49,161.0
ALPEXSOLAR,2192.74,858.45
REPCOHOME,2194.03,350.7
SIKA,2197.68,1036.6
THEJO,2204.42,2032.2
SHRINGARMS,2205.11,228.67
OBSCP,2209.28,854.8
VENKEYS,2209.6,1568.5
TAJGVK,2215.56,353.35
BAJEL,2222.42,192.09
EXICOM,2223.47,159.87
NIBE,2229.15,1438.0
KLBRENG-B,2230.77,398.35
ESAFSFB,2245.71,43.52
LANDMARK,2246.36,541.75
BRIGHOTEL,2249.81,59.23
PROTEAN,2254.07,554.9
VENUSREM,2254.88,1686.9
ADVAIT,2264.22,2069.1
SOMANYCERA,2264.32,552.1
KMCSHIL,2271.17,139.25
ASIANENE,2271.34,466.9
KCP,2277.01,176.62
RAJESHEXPO,2282.06,77.29
BOMDYEING,2283.24,110.55
SILVERTUC,2284.23,180.13
PRAKASH,2291.53,127.96
UEL,2296.71,172.17
ANANTAM,2298.76,105.69
MONOLITH,2301.63,1058.9
RANEHOLDIN,2303.94,1613.4
KICL,2304.08,5272.5
EPACKPEB,2308.98,229.45
VINCOFE,2316.15,158.98
GEOJITFSL,2316.16,82.98
NITCO,2316.17,96.28
TVSINVIT,2326.96,118.0
AJMERA,2334.0,118.6
BNAGROCHEM,2335.8,238.9
SAIPARENT,2335.98,528.75
ALEMBICLTD,2353.15,91.64
SPAL,2366.45,941.35
FREDUN,2366.76,1431.1
MOLDTKPAC,2380.02,716.25
JGCHEM,2383.1,608.15
COSMOFIRST,2383.34,907.95
GNA,2384.38,555.4
CONFIPET,2396.79,72.14
VERANDA,2410.22,250.15
INDNIPPON,2426.15,1072.5
SUNDROP,2427.87,644.05
ELITECON,2428.12,15.19
EASEMYTRIP,2434.62,6.11
PIXTRANS,2439.22,1789.6
ARKADE,2447.42,131.82
DOLPHIN,2466.08,616.45
SATIN,2470.46,223.63
KNACK,2472.14,202.03
PANACEABIO,2488.01,406.2
RAJRATAN,2488.79,490.2
PARKHOTELS,2495.84,116.97
SIRCA,2497.46,439.75
GANDHAR,2511.78,256.62
JNKINDIA,2517.93,450.0
GKENERGY,2522.44,124.37
ORIENTHOT,2532.18,141.78
KITEX,2536.84,127.16
EVEREADY,2547.69,350.5
FISCHER,2548.11,36.47
BETA,2557.51,2307.0
RELINFRA,2563.34,62.73
ZAGGLE,2572.46,191.32
VEEDOL,2573.0,1476.7
TALBROAUTO,2582.71,418.4
TASTYBITE,2593.97,10109.0
DRAGARWQ,2596.92,5373.5
STALLION,2613.67,225.15
HIKAL,2613.85,211.99
UTKARSHBNK,2614.12,14.69
ORIANA,2619.44,1289.15
RAMKY,2631.59,380.3
AUTOAXLES,2634.88,1743.8
FLAIR,2645.95,251.05
ORIENTCEM,2666.87,129.8
MEDIASSIST,2667.23,357.05
SIYSIL,2669.8,588.45
APOLLOPIPE,2683.64,609.25
FMGOETZE,2688.88,483.35
GATEWAY,2690.08,53.84
BBL,2695.68,2384.9
RISHABH,2706.74,699.55
ORISSAMINE,2706.84,4511.4
POKARNA,2713.94,875.35
DCAL,2716.27,173.25
STOVEKRAFT,2718.94,821.25
HUBTOWN,2730.04,192.12
SPORTKING,2730.27,214.86
EUROPRATIK,2732.83,267.4
MUFIN,2746.73,138.61
CAPINVIT,2748.36,76.56
XPROINDIA,2751.9,1172.5
VIMTALABS,2752.04,615.85
ROSSARI,2766.11,499.35
SUNCLAY,2768.12,1255.6
GIPCL,2768.9,178.39
NOCIL,2768.94,165.78
JINDALPOLY,2788.54,636.85
IMAGICAA,2802.71,49.53
PATELENG,2805.78,28.28
ANTELOPUS,2808.24,798.65
DIAMONDYD,2815.36,1176.5
SANGAMIND,2821.85,561.6
ADOR,2828.65,1625.4
VINDHYATEL,2830.25,2388.4
CHEMPLASTS,2833.64,179.22
RSYSTEMS,2840.94,239.75
INTERARCH,2844.77,1691.6
INDSWFTLAB,2845.99,327.27
MARATHON,2851.56,422.8
RPSGVENT,2856.52,863.35
BLSE,2861.98,315.0
DDEVPLSTIK,2862.16,276.6
GANECOS,2862.35,1068.2
GLOBUSSPR,2865.97,910.95
ROADSTAR,2870.87,63.03
MANGLMCEM,2874.57,1045.4
MAITHANALL,2893.54,993.95
GSPCROP,2894.4,622.2
PANAMAPET,2923.35,483.25
SASKEN,2926.03,1926.1
PRABHA,2929.78,214.0
NSIL,2942.14,5724.0
NAVNETEDUL,2954.97,133.58
RAMCOIND,2966.07,341.55
ELPROINTL,2968.09,175.13
JASH,2968.21,469.7
ADFFOODS,2994.88,272.6
EFCIL,2995.32,202.46
SOLARA,3006.76,629.1
BALMLAWRIE,3011.04,176.08
STYLEBAAZA,3020.34,396.8
PARAGMILK,3022.42,240.62
NILKAMAL,3023.39,2026.4
BUILDPRO,3030.92,1249.9
CRIZAC,3034.37,173.41
BOROLTD,3038.0,254.04
JTLIND,3038.0,79.52
CARRARO,3038.43,534.45
MONARCH,3051.78,384.8
MMFL,3069.74,635.8
TECHNVISN,3081.66,4907.1
DREDGECORP,3084.76,1101.7
ROUTE,3107.63,493.25
NIITMTS,3115.27,225.74
BEPL,3117.2,125.26
PRINCEPIPE,3139.38,283.95
ASHOKA,3178.35,113.22
ARVSMART,3189.15,694.85
RELTD,3204.59,161.4
RML,3208.12,1160.8
APCOTEXIND,3208.17,618.8
VENUSPIPES,3211.62,1550.3
KKCL,3222.38,522.9
JUBLCPL,3223.09,2127.1
ASHIKAG,3225.37,436.3
GRAUWEIL,3231.92,71.28
WONDERLA,3249.1,511.95
NPST,3258.46,1561.8
NITINSPIN,3261.6,580.15
CARYSIL,3269.19,1149.4
FUSION,3272.16,202.38
KIRIINDUS,3274.04,502.4
UFBL,3277.86,837.95
WINDMACHIN,3281.22,317.15
ANZEN,3298.77,129.0
HGINFRA,3301.89,506.65
KERNEX,3304.94,1966.8
SMSPHARMA,3316.22,354.1
ARSSBL,3318.55,526.2
MAYURUNIQ,3346.07,770.05
SPECTRUM,3369.52,2144.3
OSWALPUMPS,3383.1,296.75
SEIL,3383.42,210.15
ADVENZYMES,3385.6,302.35
VSSL,3398.56,351.45
INDRAMEDCO,3409.32,371.9
WELSPLSOL,3418.41,51.59
EIEL,3428.28,195.31
NFL,3472.82,70.79
CMLL,3492.05,534.15
DPABHUSHAN,3500.2,1533.3
AIMTRON,3504.37,1681.45
STEELCAS,3506.58,346.5
JTEKTINDIA,3510.18,126.54
WEBELSOLAR,3511.08,80.87
GOPAL,3544.9,284.35
SAMHI,3548.42,159.58
KNRCON,3575.9,127.15
VSTIND,3578.12,210.65
JINDWORLD,3579.29,35.7
KPL,3582.07,3452.2
ANUP,3584.83,1789.6
PREMEXPLN,3587.75,667.35
UNICHEMLAB,3589.29,509.8
HERITGFOOD,3596.31,387.55
MUTHOOTMF,3603.01,211.33
AGIIL,3603.67,288.3
PSPPROJECT,3605.62,909.55
TCPLPACK,3614.52,3972.0
TARC,3615.82,122.53
HEIDELBERG,3624.22,159.93
GREENPLY,3641.52,291.55
LUXIND,3645.89,1212.4
UNIPARTS,3649.91,808.2
STYRENIX,3652.39,2076.4
BHAGCHEM,3668.34,282.9
POLYPLEX,3672.92,1170.0
HEMIPROP,3673.65,128.9
VAIBHAVGBL,3679.21,219.5
ASHIANA,3685.24,366.6
DBCORP,3686.31,206.8
63MOONS,3687.43,800.25
SINDHUTRAD,3703.71,24.02
NOVARTIND,3709.05,1502.2
FILATEX,3732.31,84.05
DIVGIITTS,3734.33,1221.05
TATVA,3755.59,1605.5
TVSSRICHAK,3759.45,4907.9
VSTTILLERS,3783.94,4373.1
SANATHAN,3787.21,448.7
TRUALT,3788.98,441.85
ZOTA,3790.54,1094.5
SHAREINDIA,3797.28,173.53
WHEELS,3814.97,1561.4
JKIL,3818.46,504.65
KSL,3825.97,876.45
AARTIDRUGS,3842.92,421.05
KIRLOSIND,3850.5,3663.8
POCL,3852.05,505.0
SAMBHV,3865.5,131.18
DALMIASUG,3891.16,480.75
PACEDIGITK,3901.08,180.73
AURIONPRO,3915.84,708.6
REFEX,3930.65,286.45
ORIENTELEC,3947.27,185.0
RAYMONDREL,3948.82,593.15
KSCL,3952.32,768.35
IDEAFORGE,3959.03,796.45
ROSSTECH,3971.89,1053.65
COCKERILL,3973.71,8047.5
BAJAJELEC,3977.01,344.65
CAPILLARY,3994.96,501.95
MAHLOG,3999.66,403.1
KOLTEPATIL,4009.23,452.1
MOSCHIP,4014.87,205.84
SEITINVIT,4017.6,124.0
HARSHA,4032.34,442.9
SANGHVIMOV,4034.87,466.05
FOSECOIND,4038.46,5358.0
WSTCSTPAPR,4051.84,613.45
GHCL,4089.22,443.85
INDOTECH,4089.34,3850.6
SANDHAR,4096.58,680.6
SYMPHONY,4104.83,597.75
CMSINFO,4105.26,248.8
INDIQUBE,4106.82,193.72
RALLIS,4109.52,211.32
NACLIND,4123.15,176.02
RESPONIND,4123.63,154.67
AYE,4125.76,167.18
PITTIENG,4135.31,1098.25
RTNINDIA,4155.1,30.06
MIDWESTLTD,4167.9,1152.6
GUFICBIO,4191.81,418.0
SEAMECLTD,4207.84,1655.0
RAYMOND,4208.79,632.2
SHANTIGEAR,4211.7,549.0
AVANTEL,4215.77,158.66
RTNPOWER,4220.9,7.86
TEXRAIL,4233.43,104.05
INDOSTAR,4243.45,262.5
VIPIND,4290.68,302.05
VISHNU,4292.7,637.7
HAWKINCOOK,4313.2,8153.5
SWARAJENG,4324.02,3558.9
HIRECT,4337.65,1223.3
RPGLIFE,4338.85,2623.4
DEEPINDS,4339.52,678.05
AHLUCONT,4351.51,649.6
TURTLEMINT,4355.05,147.89
RAYMONDLSL,4369.14,717.15
GVPIL,4373.15,650.5
DHANUKA,4435.1,994.9
GMMPFAUDLR,4447.62,989.3
MHRIL,4466.45,221.05
UFLEX,4471.34,619.2
SWSOLAR,4471.38,191.46
SHOPERSTOP,4482.62,406.75
WPIL,4483.09,459.0
SHILCTECH,4485.93,3921.2
GUJTHEM,4486.1,411.7
GREAVESCOT,4486.64,192.6
SUNTECK,4513.19,307.35
EMUDHRA,4528.56,546.85
ELLEN,4529.67,321.4
RAMRAT,4535.36,485.85
SGFIN,4542.47,689.35
WAKEFIT,4566.08,137.81
BOSCH-HCIL,4572.81,1681.8
MANINFRA,4588.88,113.68
NORTHARC,4596.56,284.35
ELECTCAST,4607.33,74.53
SSWL,4634.6,294.7
PTC,4642.59,156.84
JUNIPER,4652.97,209.12
NRBBEARING,4661.49,480.95
SOTL,4674.45,681.8
MPSLTD,4678.1,2734.8
NETWORK18,4678.43,30.34
LASERPOWER,4695.32,334.5
KDDL,4733.62,3848.7
JAMNAAUTO,4752.62,118.82
ROLEXRINGS,4753.21,181.19
SUBROS,4757.64,729.3
GOODLUCK,4763.41,477.7
SURYAROSNI,4769.06,219.13
DEEDEV,4773.94,634.5
