symbol,mcap_cr,current_price
DELTACORP,1504.87,56.2
SHANKESH,1505.16,102.37
VIVIDEL,1507.46,1696.1
SUNSHINE,1514.77,486.3
WALCHANNAG,1516.72,223.36
ONEPOINT,1517.93,57.73
TEXINFRA,1519.69,119.26
NITTAGELA,1523.44,1677.8
HINDWAREAP,1526.88,182.54
RIR,1527.39,191.95
RUBYMILLS,1528.21,457.0
SESHAPAPER,1528.58,242.37
SPMLINFRA,1528.97,180.21
MOBIKWIK,1529.58,194.24
MCLOUD,1529.81,25.97
MBEL,1532.19,268.05
GTLINFRA,1537.13,1.2
TECHNOCRAF,1540.48,388.95
TTKHLTCARE,1541.76,1091.1
MIIL,1542.71,710.15
HITECH,1542.81,75.96
MODISONLTD,1543.32,475.6
SUMMITSEC,1547.83,1419.8
INFOBEAN,1548.98,159.73
RSL,1554.78,186.05
SDBL,1559.68,75.02
ONIXSOLAR,1560.25,423.2
VIKRAN,1562.94,60.6
IKIO,1568.64,202.98
IPL,1573.48,136.63
JAGSNPHARM,1576.78,239.06
DLINKINDIA,1582.45,445.7
5PAISA,1593.29,339.85
KRISHNADEF,1594.03,1066.4
GENESYS,1605.82,240.16
ARFIN,1607.42,95.27
BLIL,1615.74,72.79
INDOBORAX,1617.18,503.95
SURYODAY,1617.94,152.21
AURUM,1623.57,225.14
MMWL,1624.35,14.34
ASIANHOTNR,1631.36,382.65
SHALBY,1633.54,151.24
KPEL,1639.7,241.85
MTNL,1641.15,26.05
RGL,1643.81,153.1
STUDDS,1652.65,419.95
SKYWAYS,1655.61,113.91
GARUDA,1662.0,178.63
QUADFUTURE,1662.6,415.65
SHREEPUSHK,1665.07,514.9
WENDT,1668.0,8340.0
MOL,1671.61,65.73
AVADHSUGAR,1680.95,839.7
ACCELYA,1682.34,1127.1
GOODYEAR,1685.96,730.8
PVP,1696.79,65.16
DIFFNKG,1700.65,454.4
DEEPA,1701.4,
SPANDANA,1703.34,238.88
DISAQ,1709.85,11758.0
PNGSREVA,1712.19,540.15
DANISH,1713.37,870.1
NDRAUTO,1715.99,721.45
MENONBE,1716.79,306.35
IGPL,1720.82,558.8
KAPSTON,1723.98,566.5
BFINVEST,1728.41,458.95
JAICORPLTD,1729.78,98.56
GOCOLORS,1734.09,329.7
CAPACITE,1741.15,205.8
VIDHIING,1743.08,349.0
TARSONS,1748.09,328.55
GNRL,1748.18,113.96
AEROENTER,1750.99,154.73
PFS,1759.21,27.39
INSECTICID,1764.78,606.5
SURAKSHA,1765.02,338.9
ARDEE,1767.96,56.09
INDOKEM,1774.67,636.35
NGLFINE,1775.51,2873.0
GRMOVER,1777.86,85.8
SMCGLOBAL,1778.85,84.95
SERVOTECH,1784.86,79.03
EPACK,1793.03,186.33
ALGOQUANT,1795.92,63.89
YATRA,1804.07,114.97
EIHAHOTELS,1806.46,296.45
OAL,1808.37,537.35
MACPOWER,1814.45,1813.7
CNL,1816.27,1209.5
BLUECLOUDS,1817.55,19.69
TINNARUBR,1824.82,1012.9
AWFIS,1826.29,255.2
SCILAL,1829.19,39.27
KRSNAA,1829.7,564.05
INDIAGLYCO,1832.51,273.4
RICOAUTO,1832.91,135.47
HATHWAY,1837.37,10.38
HGS,1840.11,395.55
AYMSYNTEX,1852.99,315.2
RACLGEAR,1855.09,1573.7
