symbol,mcap_cr,current_price
DOLPHIN,1512.17,378.0
SHRIRAMPPS,1513.88,88.71
OBSCP,1515.33,586.3
WENDT,1515.8,7579.0
UGROCAP,1518.88,97.81
GNRL,1519.91,99.08
ASTEC,1528.27,685.85
VIDHIING,1529.07,306.15
STEELXIND,1530.62,12.0
SHANTIGOLD,1530.74,212.32
DSSL,1539.15,1208.4
INDOBORAX,1543.69,481.05
BLIL,1547.15,69.7
GALAPREC,1557.17,1215.0
RACLGEAR,1561.45,1324.6
PNBGILTS,1563.57,86.86
NAVKARCORP,1570.07,104.31
AMRUTANJAN,1580.4,546.65
ALLTIME,1582.14,241.52
WAAREEINDO,1587.18,381.5
MOTISONS,1591.37,13.99
DLINKINDIA,1592.57,448.55
SDBL,1598.35,76.88
GTLINFRA,1601.14,1.25
IZMO,1616.56,1080.4
MMWL,1617.56,14.28
VINYAS,1619.47,1286.85
GARUDA,1623.39,174.48
VOEPL,1627.31,511.2
IVALUE,1629.35,298.25
SUMMITSEC,1632.54,1497.5
QUADFUTURE,1633.0,408.25
BLUSPRING,1638.92,109.67
ASALCBR,1640.77,817.15
MONOLITH,1643.02,755.9
INFOBEAN,1643.82,169.51
SPICEJET,1652.77,10.83
UEL,1653.6,123.96
IKIO,1656.67,214.37
FRONTSP,1657.36,1402.7
NINSYS,1668.5,898.2
MCLOUD,1678.25,28.49
SKMEGGPROD,1681.7,319.35
MOBIKWIK,1686.21,214.13
SMCGLOBAL,1686.51,80.54
AURUM,1691.59,234.8
NITTAGELA,1692.78,1864.3
OMAXE,1693.11,92.57
WALCHANNAG,1698.43,250.35
YATRA,1701.13,108.41
TBZ,1705.77,255.62
SIGNPOST,1709.87,319.9
DELTACORP,1711.59,63.92
IPL,1724.46,149.74
DISAQ,1726.58,11873.0
ASIANENE,1729.27,355.6
ACCELYA,1729.8,1158.9
JINDRILL,1742.86,601.4
DANISH,1743.5,885.4
SOLARWORLD,1747.93,201.67
SPMLINFRA,1756.01,206.97
KODYTECH,1762.96,1233.4
STUDDS,1770.51,449.9
5PAISA,1771.21,377.8
MTNL,1771.56,28.12
HITECH,1772.72,87.28
KRSNAA,1773.26,546.65
BFINVEST,1778.49,472.25
SHALBY,1780.87,164.88
WINDLAS,1798.55,871.55
SHK,1802.1,130.19
ALGOQUANT,1808.57,64.34
GOCOLORS,1811.14,344.35
MBEL,1813.88,317.4
JAYBARMARU,1822.5,168.36
TIL,1822.92,221.11
ESAFSFB,1827.17,35.41
KOTIC,1833.45,169.73
INSECTICID,1848.15,635.15
HINDWAREAP,1859.04,222.25
NGLFINE,1860.18,3010.0
VIKRAN,1866.24,72.36
RICOAUTO,1872.01,138.36
CAPACITE,1877.36,221.9
JAICORPLTD,1880.54,107.15
CEINSYS,1883.87,899.75
GRMOVER,1885.4,90.99
HUHTAMAKI,1886.46,249.79
GOODYEAR,1894.51,821.2
JGCHEM,1916.98,489.2
EIHAHOTELS,1926.2,316.1
PFS,1926.21,29.99
BCG,1931.15,9.57
SURYODAY,1945.64,183.05
MARSONS,1945.93,113.07
KRISHNADEF,1946.94,1302.5
SCILAL,1950.77,41.88
NDRAUTO,1951.35,820.4
TIRUMALCHM,1958.02,162.42
HATHWAY,1961.28,11.08
NUCLEUS,1969.92,748.3
VIDYAWIRES,1970.81,92.66
GOCLCORP,1988.35,401.1
PRABHA,1989.24,145.3
SIMPLEXINF,1996.76,252.45
HGS,1999.21,429.75
AEROPLANE,1999.27,193.07
SAKAR,1999.82,898.8
SBC,2011.43,42.24
ANONDITA,2013.94,1113.5
MVKAGRO,2024.7,400.9
NELCO,2030.07,889.6
INDSWFTLAB,2034.81,233.99
ARMANFIN,2043.75,1943.7
AWFIS,2057.44,287.5
LAOPALA,2063.16,185.87
DCXINDIA,2065.44,185.43
TECHNVISN,2067.75,3292.6
MSPL,2068.81,36.5
THEJO,2072.3,1910.4
BAJEL,2074.79,179.33
MUKANDLTD,2078.71,143.86
BGRENERGY,2083.67,288.75
GMBREW,2107.63,922.5
SOMANYCERA,2118.11,516.45
PARACABLES,2122.15,64.85
INDIANHUME,2125.45,403.45
VINDHYATEL,2127.19,1795.1
HONDAPOWER,2130.41,2101.0
CANTABIL,2130.51,254.73
HINDOILEXP,2141.55,161.94
TINNARUBR,2143.69,1189.9
VENKEYS,2144.52,1522.3
HESTERBIO,2146.62,2523.4
KPEL,2148.18,316.85
VERANDA,2158.93,224.07
DYCL,2159.56,445.65
HMT,2160.28,60.75
SHRINGARMS,2162.88,224.29
APOLLOPIPE,2173.12,493.35
GNA,2180.88,508.0
BHARATRAS,2182.68,1313.2
SANSTAR,2183.53,109.03
JAYKAY,2185.04,167.71
COSMOFIRST,2186.34,832.9
HPL,2191.36,340.8
KCP,2199.14,170.58
NILKAMAL,2202.79,1476.4
STYLEBAAZA,2207.4,290.0
GRANDOAK,2208.37,42.56
TCIEXP,2219.27,577.65
LANDMARK,2219.82,535.35
ORISSAMINE,2221.86,3703.1
PRAKASH,2226.17,124.31
SIRCA,2231.39,392.9
GANDHAR,2234.79,228.32
JISLJALEQS,2236.49,30.7
ELCIDIN,2240.5,112025.0
TASTYBITE,2255.64,8790.5
SERVOTECH,2257.1,99.94
INDOCO,2257.28,244.55
VENUSREM,2264.23,1693.9
TAJGVK,2264.46,361.15
RHETAN,2269.5,28.48
GSPCROP,2278.95,489.9
ANANTAM,2283.75,105.0
TVSINVIT,2288.51,116.05
BFUTILITIE,2288.97,607.8
PENIND,2292.05,169.16
ALPEXSOLAR,2297.08,899.3
SPANDANA,2303.97,285.7
KNACK,2308.17,188.63
GEOJITFSL,2314.48,82.92
VINCOFE,2315.43,158.93
EPACK,2317.37,240.82
ALEMBICLTD,2317.97,90.27
TEAMLEASE,2318.13,1382.4
MOLDTKPAC,2332.34,701.9
EXICOM,2339.6,168.22
BRIGHOTEL,2347.05,61.79
SAKSOFT,2354.77,177.65
SIKA,2358.81,1112.6
GREENPANEL,2364.99,192.86
VIMTALABS,2369.52,530.25
SAGCEM,2371.43,181.43
PROTEAN,2379.18,585.7
CAMLINFINE,2381.23,123.96
EMSLIMITED,2390.05,430.4
SUNDROP,2394.32,635.15
NIBE,2415.33,1558.1
DRAGARWQ,2419.55,5006.5
KICL,2419.67,5537.0
VEEDOL,2433.44,1396.6
ADVAIT,2443.36,2232.8
SUMEETINDS,2452.47,35.3
RAJRATAN,2455.29,483.6
SILVERTUC,2463.16,194.24
KLBRENG-B,2468.78,440.85
BETA,2472.79,2439.4
BLSE,2479.11,272.86
EPACKPEB,2489.21,247.36
RANEHOLDIN,2491.72,1744.9
EVEREADY,2493.17,343.0
SAIPARENT,2508.94,567.9
SPORTKING,2510.31,197.55
STALLION,2520.22,217.1
PIXTRANS,2531.5,1857.3
ADOR,2532.63,1455.3
GIPCL,2532.66,163.17
REPCOHOME,2535.61,405.3
RISHABH,2540.67,657.15
BOMDYEING,2545.13,123.23
CONFIPET,2546.96,76.66
MUFIN,2549.16,128.64
AJMERA,2556.18,129.89
ARKADE,2563.27,138.06
ORIENTHOT,2566.11,143.68
TALBROAUTO,2571.29,416.55
STOVEKRAFT,2574.92,777.75
MMFL,2576.79,533.7
RAJESHEXPO,2581.16,87.42
RELINFRA,2582.14,63.19
UFBL,2606.48,666.85
FISCHER,2612.83,39.92
IMAGICAA,2613.71,46.19
NITCO,2616.88,108.78
JNKINDIA,2622.84,468.75
INA,2625.77,119.11
CAPINVIT,2653.59,73.92
SPAL,2657.43,1057.1
KIRIINDUS,2660.48,408.25
RAMKY,2663.08,384.85
GLOBUSSPR,2666.96,917.1
FLAIR,2670.72,253.4
