symbol,mcap_cr,current_price
GNRL,1504.42,98.07
MANALIPETC,1508.26,87.69
RIR,1509.89,189.75
DLINKINDIA,1512.86,426.1
MIIL,1516.53,698.1
ASIANTILES,1516.77,51.16
SUMMITSEC,1530.28,1403.7
STEELXIND,1531.9,12.01
MODISONLTD,1534.24,472.8
MTNL,1534.68,24.36
BHAGERIA,1535.18,351.75
IPL,1537.66,133.52
RSL,1537.81,184.02
HITECH,1540.78,75.86
ARFIN,1542.46,91.42
KRISHNADEF,1543.95,1032.9
YUKEN,1547.08,1138.9
KPEL,1551.22,228.8
MMWL,1551.86,13.7
SPICEJET,1553.57,10.18
DOLLAR,1556.57,274.45
SESHAPAPER,1563.77,247.95
VIVIDEL,1566.92,1763.0
MOL,1567.34,61.63
NITTAGELA,1571.02,1730.2
TEXINFRA,1573.34,123.47
SHALBY,1573.38,145.67
UTSSAV,1577.47,653.25
AHCL,1577.54,29.68
SURYODAY,1587.01,149.3
KOTIC,1589.11,147.11
MOBIKWIK,1598.01,202.93
DPEL,1598.14,640.15
SHREEPUSHK,1603.3,495.8
IKIO,1606.59,207.89
GCSL,1607.1,642.7
ACCENTMIC,1608.1,670.35
AURUM,1609.51,223.19
SERVOTECH,1618.63,71.67
QLINE,1631.92,699.55
STUDDS,1636.12,415.75
GOODYEAR,1637.28,709.7
RUBYMILLS,1639.23,490.2
DIFFNKG,1644.14,439.3
ARDEE,1646.92,52.25
FRONTSP,1647.79,1394.6
XTRANET,1660.86,317.65
ASIANHOTNR,1664.61,390.45
PNGSREVA,1667.18,525.95
GOCOLORS,1670.19,317.55
CAPACITE,1677.28,198.25
ACCELYA,1678.61,1124.6
BFINVEST,1682.27,446.7
ASTEC,1687.81,757.45
MENONBE,1688.21,301.25
GRMOVER,1689.59,81.54
PAUSHAKLTD,1694.42,687.2
JAICORPLTD,1697.66,96.73
ALLCARGO,1704.47,11.38
TAALTECH,1705.89,1094.8
YATRA,1706.31,108.74
INDOKEM,1714.85,614.9
PFS,1716.18,26.72
GARUDA,1716.43,184.48
CNL,1721.06,1146.1
