symbol,mcap_cr,current_price
FERMENTA,1500.24,509.75
JAGSNPHARM,1503.19,228.0
DIGITIDE,1506.02,101.0
MMWL,1509.95,13.33
IGARASHI,1510.81,480.0
ONEPOINT,1510.83,57.46
CNL,1525.62,1015.95
PNBGILTS,1528.47,84.91
IVALUE,1533.1,280.0
WALCHANNAG,1534.25,226.15
SIGNPOST,1541.76,288.45
IKIO,1545.61,200.0
VOEPL,1558.59,478.6
OMAXE,1569.29,85.8
GTLINFRA,1575.56,1.23
VINYAS,1576.55,1252.75
NAVKARCORP,1579.7,104.95
ARFIN,1580.59,93.68
AURUM,1584.91,219.9
BLIL,1589.54,71.61
DSSL,1592.07,1249.95
DLINKINDIA,1595.23,449.3
FRONTSP,1595.51,1350.35
PAUSHAKLTD,1602.7,650.0
DANISH,1604.08,814.6
WENDT,1620.01,8100.05
ASIANTILES,1622.02,54.71
MOTISONS,1622.08,14.26
DOLPHIN,1627.59,406.85
GARUDA,1628.23,175.0
SOLARWORLD,1632.05,188.3
SUMMITSEC,1639.95,1504.3
WEL,1641.6,122.5
SHANTIGOLD,1641.63,227.7
ASALCBR,1642.07,817.8
VIDHIING,1643.69,329.1
MAHASTEEL,1645.49,1001.25
NITTAGELA,1654.88,1822.55
5PAISA,1654.95,353.0
INFOBEAN,1655.84,170.75
MOBIKWIK,1658.81,210.65
DELTACORP,1662.32,62.08
MVKAGRO,1667.39,330.15
TARSONS,1676.26,315.05
IPL,1684.85,146.3
BLUSPRING,1692.42,113.25
OBSCP,1699.61,657.6
KRSNAA,1703.03,525.0
MTNL,1705.41,27.07
MCLOUD,1710.06,29.03
YATRA,1710.38,109.0
KOTIC,1715.6,158.82
HITECH,1724.39,84.9
SMCGLOBAL,1724.41,82.35
GOCOLORS,1726.2,328.2
SURYODAY,1726.67,162.45
SHALBY,1728.16,160.0
STUDDS,1743.16,442.95
ACCELYA,1745.17,1169.2
SPICEJET,1750.43,11.47
CEINSYS,1759.08,840.15
WINDLAS,1764.6,855.1
SPMLINFRA,1764.75,208.0
BFINVEST,1768.52,469.6
DISAQ,1777.77,12225.0
JAICORPLTD,1789.27,101.95
KRISHNADEF,1791.49,1198.5
JAYBARMARU,1793.71,165.7
PFS,1800.32,28.03
NUCLEUS,1806.05,686.05
GRANDOAK,1808.31,34.85
TBZ,1815.07,272.0
JINDRILL,1815.89,626.6
HINDWAREAP,1823.49,218.0
CAPACITE,1827.45,216.0
EIHAHOTELS,1833.57,300.9
GRMOVER,1844.17,89.0
VIKRAN,1863.67,72.26
MONOLITH,1865.38,858.2
SIMPLEXINF,1869.42,236.35
INSECTICID,1870.99,643.0
BCG,1888.77,9.36
HATHWAY,1908.17,10.78
MARSONS,1910.31,111.0
DYCL,1913.64,394.9
MSPL,1916.91,33.82
GOODYEAR,1922.54,833.35
INDSWFTLAB,1926.64,221.55
RICOAUTO,1934.79,143.0
SERVOTECH,1939.56,85.88
HGS,1953.85,420.0
VIDYAWIRES,1958.26,92.07
ALGOQUANT,1961.49,69.78
ANONDITA,1969.18,1088.75
SAKAR,1969.67,885.25
NGLFINE,1972.66,3192.0
SCILAL,1981.05,42.53
JGCHEM,1984.77,506.5
AWFIS,1990.17,278.1
ASIANENE,1992.83,409.65
MBEL,1997.9,349.6
GOCLCORP,2007.69,405.0
SBC,2011.9,42.25
DCXINDIA,2020.0,181.35
PRABHA,2024.97,147.91
INDOCO,2025.97,219.49
KODYTECH,2027.96,1418.8
SOMANYCERA,2028.29,494.55
TINNARUBR,2041.19,1133.0
CANTABIL,2053.73,245.55
GMBREW,2056.34,900.05
TIL,2057.15,256.85
INDIANHUME,2058.54,390.75
BAJEL,2062.3,178.25
STYLEBAAZA,2065.82,271.4
TCIEXP,2080.96,541.65
KCP,2082.98,161.57
TEAMLEASE,2087.64,1244.95
ARMANFIN,2093.81,1991.3
MUKANDLTD,2095.19,145.0
KPEL,2097.67,309.4
TIRUMALCHM,2100.63,174.25
BGRENERGY,2104.23,291.6
LAOPALA,2108.45,189.95
HONDAPOWER,2109.17,2080.05
VENKEYS,2112.26,1499.4
NDRAUTO,2114.28,888.9
ESAFSFB,2115.68,41.0
ALPEXSOLAR,2117.64,829.05
PARACABLES,2127.06,65.0
VENUSREM,2129.36,1593.0
SPANDANA,2136.19,264.95
AEROPLANE,2141.44,206.8
BHARATRAS,2142.46,1289.0
HESTERBIO,2147.14,2524.0
GEOJITFSL,2151.48,77.08
GANDHAR,2158.73,220.55
HPL,2160.5,336.0
HINDOILEXP,2168.79,164.0
NIBE,2170.09,1399.9
SHRINGARMS,2179.36,226.0
BFUTILITIE,2180.7,579.05
HMT,2184.11,61.42
VINCOFE,2185.33,150.0
RAMCOSYS,2186.44,581.75
JISLJALEQS,2196.03,30.13
MOLDTKPAC,2200.09,662.1
JAYKAY,2207.06,169.4
PENIND,2211.29,163.2
HUHTAMAKI,2215.44,293.35
ELCIDIN,2220.0,111000.0
EPACK,2222.88,231.0
EXICOM,2239.88,161.05
SANSTAR,2243.01,112.0
BRIGHOTEL,2248.66,59.2
ANANTAM,2251.13,103.5
PIXTRANS,2251.2,1651.65
SAGCEM,2273.79,173.96
SAKSOFT,2284.52,172.35
THEJO,2287.41,2108.7
TVSINVIT,2288.51,116.05
TAJGVK,2294.56,365.95
SHK,2297.79,166.0
APOLLOPIPE,2312.09,524.9
EMSLIMITED,2312.86,416.5
UEL,2321.78,174.05
BETA,2325.76,2231.9
LANDMARK,2334.48,563.0
NELCO,2339.05,1025.0
COSMOFIRST,2339.64,891.3
KNACK,2340.84,191.3
GNA,2347.24,546.75
ALEMBICLTD,2349.55,91.5
SIKA,2363.47,1114.8
TASTYBITE,2370.09,9236.5
REPCOHOME,2377.33,380.0
JNKINDIA,2383.91,426.05
ORIENTHOT,2386.98,133.65
ORISSAMINE,2391.84,3986.4
