symbol,mcap_cr,current_price
ONEPOINT,1501.37,57.1
IVALUE,1502.44,274.4
AMRUTANJAN,1503.35,520.0
QUADFUTURE,1512.0,378.0
NAVKARCORP,1518.74,100.9
IZMO,1530.67,1023.0
GENESYS,1531.2,229.0
NITTAGELA,1539.51,1695.5
ASALCBR,1540.58,767.25
SDBL,1540.76,74.11
TTKHLTCARE,1546.0,1094.1
IGPL,1548.98,503.0
IGARASHI,1554.24,493.8
IKIO,1558.37,201.65
KAPSTON,1568.78,515.5
JAGSNPHARM,1569.45,238.05
DLINKINDIA,1573.93,443.3
WALCHANNAG,1574.16,231.82
GTLINFRA,1575.56,1.23
INDORAMA,1576.34,60.37
MOTISONS,1577.72,13.87
DSSL,1578.63,1239.4
BLIL,1578.67,71.12
MACPOWER,1581.66,1581.0
PNGSREVA,1582.7,499.3
JAYBARMARU,1587.49,146.65
OMAXE,1597.64,87.35
VINYAS,1597.76,1269.6
DOLLAR,1598.83,281.9
AURUM,1603.5,222.48
ATULAUTO,1608.33,579.55
VIDHIING,1608.48,322.05
MOBIKWIK,1609.82,204.43
WEL,1612.12,120.3
WENDT,1612.7,8063.5
DOLPHIN,1623.19,405.75
IFGLEXPOR,1625.01,225.45
DANISH,1626.33,825.9
FERMENTA,1626.36,552.6
INFOBEAN,1626.95,167.77
CNL,1635.99,1089.45
MBEL,1647.3,288.25
SUMMITSEC,1647.37,1511.1
SPMLINFRA,1651.91,194.7
VOEPL,1656.62,508.7
ASIANTILES,1659.67,55.98
DIFFNKG,1661.35,443.9
FRONTSP,1665.64,1409.7
KABRAEXTRU,1670.3,477.6
KOTIC,1671.42,154.73
IPL,1676.9,145.61
SHANTIGOLD,1677.91,218.65
MAHASTEEL,1683.05,1024.1
SMCGLOBAL,1687.76,80.6
TARSONS,1689.3,317.5
ACCELYA,1697.41,1137.2
GARUDA,1697.55,182.45
DELTACORP,1699.01,63.45
MVELECTRO,1702.44,624.0
MMWL,1704.78,15.05
MCLOUD,1705.35,28.95
PAUSHAKLTD,1705.52,691.7
DISAQ,1711.45,11769.0
5PAISA,1716.36,366.1
GOCOLORS,1724.89,327.95
HITECH,1726.21,84.99
BLUSPRING,1728.09,115.59
SURYODAY,1728.49,162.62
YATRA,1729.37,110.21
RACLGEAR,1738.74,1475.0
MTNL,1744.47,27.69
SHALBY,1751.49,162.16
STUDDS,1757.33,446.55
KRISHNADEF,1759.2,1176.9
CEINSYS,1768.19,844.5
BFINVEST,1781.13,472.95
JINDRILL,1784.73,615.85
WINDLAS,1803.09,873.75
TBZ,1808.4,271.0
KRSNAA,1816.24,559.9
JAICORPLTD,1824.37,103.95
HINDWAREAP,1828.43,218.59
BGRENERGY,1833.63,254.1
NUCLEUS,1838.95,698.55
VIKRAN,1849.48,71.71
PFS,1854.27,28.87
MARSONS,1855.58,107.82
ANONDITA,1858.22,1027.4
