symbol,mcap_cr,current_price
AYMSYNTEX,1508.5,256.6
NAVKARCORP,1515.13,100.66
AMRUTANJAN,1524.6,527.35
NITTAGELA,1526.98,1681.7
IVALUE,1527.08,278.9
IKIO,1527.92,197.71
MBEL,1529.86,267.7
JAGSNPHARM,1535.96,232.97
ONEPOINT,1546.33,58.81
DIGITIDE,1552.24,104.1
DLINKINDIA,1552.8,437.35
OMAXE,1552.83,84.9
SDBL,1558.22,74.95
GNRL,1569.31,102.3
VIDHIING,1569.77,314.3
BLIL,1571.79,70.81
DOLLAR,1579.54,278.5
INFOBEAN,1579.91,162.92
GTLINFRA,1588.37,1.24
DANISH,1589.8,807.35
SPMLINFRA,1596.0,188.11
ASIANTILES,1596.22,53.84
SUMMITSEC,1599.07,1466.8
MOTISONS,1601.61,14.08
DSSL,1604.62,1259.8
WALCHANNAG,1608.59,236.89
VOEPL,1609.4,494.2
FERMENTA,1612.67,547.95
IFGLEXPOR,1623.93,225.3
WENDT,1624.9,8124.5
CNL,1627.28,1083.65
MOBIKWIK,1627.54,206.68
PNGSREVA,1634.84,515.75
RACLGEAR,1635.71,1387.6
KOTIC,1635.99,151.45
YATRA,1640.24,104.53
VINYAS,1643.63,1306.05
IPL,1655.01,143.71
SMCGLOBAL,1662.43,79.39
FRONTSP,1662.56,1407.1
AURUM,1666.86,231.27
TARSONS,1668.02,313.5
DOLPHIN,1670.19,417.5
MVELECTRO,1677.34,614.8
MAHASTEEL,1678.61,1021.4
BLUSPRING,1679.81,112.36
STUDDS,1701.05,432.25
DISAQ,1704.62,11722.0
HITECH,1704.68,83.93
ACCELYA,1706.97,1143.6
DELTACORP,1708.92,63.82
MCLOUD,1709.47,29.02
PAUSHAKLTD,1714.15,695.2
SURYODAY,1714.67,161.32
KAPSTON,1722.61,566.05
GOCOLORS,1731.72,329.25
WINDLAS,1732.72,839.65
MTNL,1733.13,27.51
JINDRILL,1743.15,601.5
SHALBY,1748.35,161.87
SHANTIGOLD,1748.97,227.91
CEINSYS,1763.89,842.45
MMWL,1767.08,15.6
KRISHNADEF,1773.1,1186.2
MARSONS,1780.37,103.45
CAPACITE,1780.92,210.5
KABRAEXTRU,1786.24,510.75
HINDWAREAP,1797.06,214.84
EIHAHOTELS,1797.62,295.0
BFINVEST,1801.65,478.4
5PAISA,1802.15,384.4
WEL,1806.16,134.78
GARUDA,1809.75,194.51
JAICORPLTD,1810.69,103.17
MACPOWER,1825.06,1824.3
GOODYEAR,1835.45,795.6
KRSNAA,1841.22,567.6
TBZ,1842.1,276.05
NUCLEUS,1842.64,699.95
PFS,1847.85,28.77
TIL,1862.13,232.5
VIKRAN,1869.85,72.5
ALGOQUANT,1876.03,66.74
GRMOVER,1876.29,90.55
BGRENERGY,1882.33,260.85
INSECTICID,1890.78,649.8
SCILAL,1910.24,41.01
SPICEJET,1912.2,12.53
HATHWAY,1913.48,10.81
TEAMLEASE,1915.52,1253.5
HGS,1918.96,412.5
SERVOTECH,1922.4,85.12
RICOAUTO,1928.3,142.52
AWFIS,1929.34,269.6
MONOLITH,1937.66,891.45
CANTABIL,1950.52,233.21
SBC,1957.14,41.1
ASIANENE,1959.02,402.7
KCP,1961.15,152.12
KPEL,1976.99,291.6
AEROPLANE,1977.42,190.96
ANONDITA,1977.5,1093.35
TIRUMALCHM,1985.26,164.68
JAYKAY,1986.88,152.5
BCG,1993.71,9.88
DCXINDIA,1994.49,179.06
KODYTECH,1998.08,1397.9
SAKAR,2013.17,904.8
NDRAUTO,2017.47,848.2
MSPL,2017.8,35.6
TINNARUBR,2019.21,1120.8
OBSCP,2023.45,782.9
SPANDANA,2028.79,252.7
VENUSREM,2035.26,1522.6
MUKANDLTD,2039.41,141.14
INDOCO,2043.69,221.41
INDIANHUME,2048.0,388.75
SOMANYCERA,2049.0,499.6
DYCL,2049.07,422.85
ESAFSFB,2056.33,39.85
GMBREW,2058.74,901.1
SIMPLEXINF,2060.83,260.55
JISLJALEQS,2062.48,28.3
INDSWFTLAB,2063.08,237.24
ALPEXSOLAR,2069.49,810.2
VIDYAWIRES,2082.47,97.91
ARMANFIN,2086.55,1984.4
TCIEXP,2098.45,546.2
KLBRENG-B,2117.93,378.2
BFUTILITIE,2120.45,563.05
HESTERBIO,2121.44,2493.8
GOCLCORP,2122.69,428.2
EXICOM,2130.98,153.22
HONDAPOWER,2133.86,2104.4
NGLFINE,2136.92,3457.8
VINCOFE,2143.22,147.11
HMT,2147.83,60.4
LAOPALA,2150.07,193.7
HUHTAMAKI,2150.11,284.7
PRABHA,2157.08,157.56
HINDOILEXP,2166.67,163.84
GEOJITFSL,2167.66,77.66
NIBE,2169.47,1399.5
ALEMBICLTD,2178.54,84.84
HPL,2183.0,339.5
PENIND,2188.13,161.49
SAKSOFT,2194.39,165.55
PARACABLES,2204.61,67.37
VENKEYS,2204.67,1565.0
EMSLIMITED,2214.85,398.85
TAJGVK,2219.01,353.9
BAJEL,2220.57,191.93
EPACK,2225.57,231.28
GRANDOAK,2227.57,42.93
ELCIDIN,2230.3,111515.0
APOLLOPIPE,2234.35,507.25
SAGCEM,2249.35,172.09
ORIENTHOT,2252.49,126.12
SHRINGARMS,2254.49,233.79
SANSTAR,2262.23,112.96
MOLDTKPAC,2264.88,681.6
SIKA,2265.1,1068.4
BRIGHOTEL,2275.64,59.91
BHARATRAS,2277.59,1370.3
ANANTAM,2294.19,105.48
NELCO,2299.34,1007.6
PROTEAN,2302.82,566.9
GNA,2312.68,538.7
JNKINDIA,2312.86,413.35
GANDHAR,2317.98,236.82
TVSINVIT,2326.96,118.0
LANDMARK,2327.63,561.35
GREENPANEL,2330.66,190.06
NITCO,2331.33,96.91
PRAKASH,2332.18,130.23
SHK,2365.47,170.89
KICL,2370.07,5423.5
VERANDA,2376.98,246.7
INA,2377.99,107.87
REPCOHOME,2382.65,380.85
CAMLINFINE,2389.11,124.37
ADVAIT,2393.13,2186.9
THEJO,2402.93,2215.2
RAJESHEXPO,2419.36,81.94
AJMERA,2421.37,123.04
COSMOFIRST,2433.74,927.15
JGCHEM,2438.16,622.2
TASTYBITE,2443.99,9524.5
SOLARA,2457.48,514.2
PANACEABIO,2476.37,404.3
