symbol,mcap_cr,current_price
PAUSHAKLTD,1501.42,608.95
IVALUE,1502.9,275.1
CNL,1509.15,1005.0
GPTINFRA,1511.96,119.65
DIGITIDE,1519.76,101.92
OBSCP,1522.29,589.0
DOLLAR,1525.1,268.9
IKIO,1534.39,198.55
GTLINFRA,1537.09,1.2
NAVKARCORP,1537.56,102.15
VOEPL,1539.71,472.8
DSSL,1539.9,1209.0
NINSYS,1546.75,832.65
VINYAS,1547.92,1230.0
JAGSNPHARM,1553.27,235.6
OMAXE,1554.66,85.0
BLIL,1558.46,70.21
FRONTSP,1559.95,1320.25
WALCHANNAG,1563.4,230.45
AURUM,1564.03,217.0
MOBIKWIK,1570.23,199.4
ASALCBR,1575.01,784.4
GARUDA,1576.06,169.4
SHANTIGOLD,1579.26,219.05
DANISH,1586.28,805.55
MAHASTEEL,1587.56,966.0
WEL,1588.66,118.55
UEL,1599.44,119.9
DLINKINDIA,1612.44,454.15
MMWL,1614.15,14.25
MOTISONS,1619.82,14.24
WENDT,1629.0,8145.0
5PAISA,1629.62,347.6
SPMLINFRA,1635.36,192.75
SUMEETINDS,1635.44,23.54
SOLARWORLD,1644.18,189.7
SUMMITSEC,1646.17,1510.0
SIGNPOST,1653.99,309.45
INFOBEAN,1656.83,170.85
JAYBARMARU,1657.89,153.15
NITTAGELA,1663.5,1832.05
DELTACORP,1669.28,62.34
YATRA,1670.39,106.45
TARSONS,1683.96,316.5
MBEL,1687.04,295.2
BFINVEST,1689.05,448.5
MTNL,1701.0,27.0
KOTIC,1702.44,157.6
BLUSPRING,1702.89,113.95
ACCELYA,1710.54,1146.0
KRSNAA,1712.61,527.95
SMCGLOBAL,1713.92,81.85
SURYODAY,1714.97,161.35
SPICEJET,1716.88,11.25
MCLOUD,1718.85,29.18
HITECH,1726.83,85.02
JINDRILL,1732.13,597.7
SHALBY,1732.47,160.4
GOCOLORS,1733.54,329.6
STUDDS,1734.31,440.7
IPL,1752.76,152.2
MONOLITH,1760.41,809.9
PFS,1761.79,27.43
CEINSYS,1764.69,842.8
DISAQ,1776.89,12219.0
JAICORPLTD,1782.23,101.55
KRISHNADEF,1783.39,1193.1
WINDLAS,1783.41,864.2
ASIANTILES,1787.06,60.28
GRANDOAK,1797.42,34.64
HINDWAREAP,1817.62,217.3
CAPACITE,1826.15,215.85
INSECTICID,1831.56,629.45
GRMOVER,1834.85,88.55
SIMPLEXINF,1836.59,232.2
MVKAGRO,1841.36,364.6
VIKRAN,1846.37,71.59
DYCL,1860.77,384.0
ALGOQUANT,1869.3,66.5
MARSONS,1870.73,108.7
BCG,1872.6,9.28
RICOAUTO,1873.87,138.5
SERVOTECH,1878.1,83.16
TBZ,1880.48,281.8
TINNARUBR,1885.6,1046.6
SAKAR,1886.8,848.0
ESAFSFB,1893.8,36.7
HATHWAY,1894.01,10.7
SCILAL,1900.47,40.8
INDSWFTLAB,1900.52,218.55
ASIANENE,1903.09,391.35
JGCHEM,1908.6,487.05
EIHAHOTELS,1912.18,313.8
GOODYEAR,1912.37,828.95
VIDYAWIRES,1912.71,89.93
GOCLCORP,1921.69,387.65
NDRAUTO,1927.2,810.25
PRABHA,1936.53,141.45
ANONDITA,1944.32,1075.0
NUCLEUS,1948.06,740.0
TIL,1967.09,245.6
HGS,1972.93,424.1
DCXINDIA,1974.9,177.3
AWFIS,1977.27,276.3
AEROPLANE,1980.44,191.25
ARMANFIN,1998.66,1900.8
MUKANDLTD,2004.17,138.7
CANTABIL,2004.82,239.7
INDOCO,2006.22,217.35
SBC,2007.13,42.15
SOMANYCERA,2008.98,489.85
NGLFINE,2014.69,3260.0
STYLEBAAZA,2026.25,266.2
TIRUMALCHM,2026.52,168.1
KODYTECH,2029.66,1420.0
BAJEL,2035.7,175.95
PARACABLES,2051.49,62.69
THEJO,2053.53,1893.1
INDIANHUME,2055.64,390.2
TCIEXP,2058.48,535.8
LAOPALA,2059.62,185.55
JAYKAY,2059.84,158.1
HESTERBIO,2061.36,2420.0
GMBREW,2062.04,902.55
VENUSREM,2066.5,1546.0
MSPL,2069.95,36.52
NIBE,2075.65,1339.0
KPEL,2077.65,306.45
ALPEXSOLAR,2089.4,818.0
SPANDANA,2096.6,260.45
KCP,2097.56,162.7
GEOJITFSL,2107.67,75.51
NELCO,2109.07,924.2
BFUTILITIE,2111.97,560.8
VENKEYS,2112.11,1499.3
BHARATRAS,2113.54,1271.6
HINDOILEXP,2120.54,160.35
SHRINGARMS,2121.54,220.0
TEAMLEASE,2127.27,1268.6
HPL,2128.34,331.0
EMSLIMITED,2130.74,383.7
GANDHAR,2140.61,218.7
JISLJALEQS,2146.73,29.46
HONDAPOWER,2154.74,2125.0
BGRENERGY,2155.11,298.65
EXICOM,2180.03,156.75
VINCOFE,2181.67,149.75
ELCIDIN,2194.2,109710.0
HMT,2204.74,62.0
VERANDA,2210.75,229.45
SAKSOFT,2217.65,167.3
PRAKASH,2217.89,123.85
PENIND,2226.23,164.3
EPACK,2227.69,231.5
BRIGHOTEL,2253.61,59.33
APOLLOPIPE,2254.39,511.8
LANDMARK,2255.67,544.0
SANSTAR,2258.02,112.75
HUHTAMAKI,2258.91,299.1
TAJGVK,2269.49,361.95
MOLDTKPAC,2269.53,683.0
SIKA,2276.96,1074.0
RAMCOSYS,2278.49,606.25
ANANTAM,2283.75,105.0
SAGCEM,2288.03,175.05
TVSINVIT,2288.51,116.05
BETA,2302.42,2209.5
GNA,2305.42,537.0
ALEMBICLTD,2308.46,89.9
PIXTRANS,2317.1,1700.0
SIRCA,2318.28,408.2
VINDHYATEL,2322.07,1959.55
COSMOFIRST,2326.47,886.3
KNACK,2326.8,190.15
TASTYBITE,2332.49,9090.0
SHK,2351.75,169.9
KICL,2356.54,5392.55
ORIENTHOT,2361.97,132.25
GREENPANEL,2363.07,192.7
SAIPARENT,2367.79,535.95
RISHABH,2368.63,612.65
ADVAIT,2385.6,2180.0
VEEDOL,2391.0,1372.25
KLBRENG-B,2413.06,430.9
RHETAN,2415.37,30.31
CAMLINFINE,2415.61,125.75
INA,2416.15,109.6
REPCOHOME,2421.13,387.0
NITCO,2428.52,100.95
DRAGARWQ,2430.88,5029.95
SOLARA,2434.7,509.5
ORISSAMINE,2437.17,4061.95
TALBROAUTO,2437.33,394.85
RELINFRA,2453.42,60.04
BOMDYEING,2466.07,119.4
SPAL,2468.01,981.75
AJMERA,2471.77,125.6
RAJRATAN,2477.4,487.95
RANEHOLDIN,2501.18,1751.5
EVEREADY,2503.33,344.4
RAJESHEXPO,2509.67,85.0
SPORTKING,2516.01,198.0
GIPCL,2516.06,162.1
ELITECON,2519.23,15.76
PROTEAN,2524.89,621.55
FISCHER,2533.02,38.7
PANACEABIO,2538.83,414.5
MUFIN,2546.39,128.5
SUNDROP,2546.42,675.5
UTKARSHBNK,2548.28,14.32
RAMKY,2553.38,369.0
JNKINDIA,2563.28,458.1
GLOBUSSPR,2564.61,881.9
IMAGICAA,2575.79,45.52
PARKHOTELS,2581.81,121.0
ADOR,2585.09,1485.45
ARKADE,2589.06,139.45
MMFL,2590.06,536.45
NILKAMAL,2592.27,1737.45
CONFIPET,2593.73,78.07
MARATHON,2596.61,385.0
MANGLMCEM,2606.89,948.05
INDNIPPON,2618.77,1157.65
