symbol,mcap_cr,current_price
ASIANTILES,1501.65,50.65
GPTINFRA,1503.23,118.96
5PAISA,1506.56,321.35
JAGSNPHARM,1506.6,228.42
GNRL,1509.94,98.43
ARFIN,1512.09,89.62
RSL,1514.33,181.21
INDOBORAX,1516.57,472.6
DLINKINDIA,1526.89,430.05
SUMMITSEC,1539.33,1412.0
KRISHNADEF,1539.62,1030.0
KROSS,1543.0,239.19
PVP,1543.67,59.28
MIIL,1545.32,711.35
HITECH,1546.46,76.14
GCSL,1546.71,618.55
YUKEN,1547.49,1139.2
DOLLAR,1549.77,273.25
IPL,1550.91,134.67
ARDEE,1553.31,49.28
NITTAGELA,1553.95,1711.4
SURYODAY,1558.63,146.63
RHETAN,1559.48,19.57
KOTIC,1559.94,144.41
RUBYMILLS,1561.98,467.1
DELTACORP,1562.18,58.34
ONEPOINT,1568.15,59.64
PNGSREVA,1571.45,495.75
SESHAPAPER,1575.25,249.77
UTSSAV,1577.47,653.25
RIR,1582.93,198.93
AURUM,1584.92,219.78
ASIANHOTNR,1598.32,374.9
STUDDS,1602.08,407.1
MOL,1603.45,63.05
GOCOLORS,1609.44,306.0
DPEL,1618.99,648.5
ASTEC,1619.29,726.7
IKIO,1624.83,210.25
QLINE,1625.86,696.95
GOODYEAR,1626.09,704.85
TARSONS,1628.64,306.1
XTRANET,1632.15,312.16
GARUDA,1633.16,175.53
ACCENTMIC,1635.45,681.75
SERVOTECH,1644.15,72.8
YATRA,1644.95,104.83
RGL,1647.58,153.4
CAPACITE,1655.79,195.71
JAICORPLTD,1657.12,94.42
VIVIDEL,1661.4,1869.3
SHREEPUSHK,1663.13,514.3
ALLCARGO,1664.03,11.11
AYMSYNTEX,1664.58,283.15
DIFFNKG,1668.46,445.8
MOBIKWIK,1673.21,212.48
ACCELYA,1676.22,1123.0
BFINVEST,1676.81,445.25
PFS,1680.86,26.17
TAALTECH,1687.9,5416.3
GRMOVER,1691.66,81.64
CNL,1692.53,1127.1
IGPL,1694.18,550.15
SMCGLOBAL,1694.88,80.94
NGLFINE,1710.75,2768.2
SCILAL,1715.54,36.83
VIDHIING,1720.85,344.55
EPACK,1721.81,178.84
JINDRILL,1723.88,594.85
NDRAUTO,1726.81,726.0
INDOKEM,1729.07,620.0
OAL,1730.3,514.15
VOEPL,1735.67,506.75
SURAKSHA,1745.23,335.1
TECHNOCRAF,1745.84,440.8
WENDT,1753.5,8767.5
DISAQ,1754.06,12062.0
KRSNAA,1755.42,541.15
INSECTICID,1762.17,605.6
HGS,1764.98,379.4
PAUSHAKLTD,1766.3,716.35
HATHWAY,1766.56,9.98
RICOAUTO,1766.75,130.58
INDIAGLYCO,1767.5,263.7
MENONBE,1775.63,316.85
GRANDOAK,1776.14,34.23
KAPSTON,1778.15,584.3
BLUECLOUDS,1785.24,19.34
VINYAS,1802.57,1432.35
LAOPALA,1804.86,162.6
NUCLEUS,1806.57,686.25
SKYWAYS,1808.51,124.43
DEEPA,1810.12,188.31
DCXINDIA,1816.71,163.1
HPL,1828.06,284.3
TINNARUBR,1835.36,1018.75
BLUSPRING,1843.96,123.34
BGRENERGY,1844.59,255.62
VIDYAWIRES,1847.66,86.87
EIHAHOTELS,1849.42,303.5
HUHTAMAKI,1850.29,245.0
SILVERTUC,1854.98,146.28
TEAMLEASE,1862.8,1219.0
BLEL,1863.0,440.4
TCIEXP,1865.89,485.35
HESTERBIO,1867.77,2195.6
CAMLINFINE,1868.72,97.28
SAKSOFT,1870.83,141.14
MAHASTEEL,1876.64,1141.9
SYNCOMF,1883.76,20.04
SHK,1896.92,137.04
GENESYS,1906.91,285.19
TIRUMALCHM,1911.24,158.54
INDIANHUME,1924.47,365.3
SHANTIGOLD,1928.23,251.27
GREENPANEL,1935.43,157.83
MSPL,1935.61,34.15
BHARATRAS,1942.67,1168.8
MUKANDLTD,1947.51,134.78
HONDAPOWER,1957.32,1930.3
AWFIS,1973.35,275.75
SAGCEM,1984.01,151.79
SIMPLEXINF,1988.46,251.4
BAJEL,1988.95,171.91
NIBE,1995.08,1287.0
PROTEAN,1999.4,490.3
GAJA,2009.4,142.5
DANISH,2011.2,1021.35
INA,2021.54,91.7
ESAFSFB,2022.63,39.19
BNAGROCHEM,2023.9,207.0
CANTABIL,2029.31,242.63
PARACABLES,2029.54,62.02
ALGOQUANT,2031.48,72.27
SHRINGARMS,2031.53,210.67
SPANDANA,2032.06,229.25
EMSLIMITED,2036.04,366.65
BFUTILITIE,2041.17,542.0
RELINFRA,2042.75,49.99
ARMANFIN,2061.94,1961.0
BCG,2070.39,10.26
RACLGEAR,2075.76,1760.9
ANONDITA,2076.93,1090.55
MOTISONS,2081.64,18.3
AEROPLANE,2086.46,201.49
KCP,2087.88,161.95
RAJESHEXPO,2091.33,70.83
LANDMARK,2091.9,504.5
NITCO,2092.93,87.0
STLNETWORK,2097.13,42.95
TAJGVK,2098.62,334.7
ELCIDIN,2102.6,105130.0
MACPOWER,2105.38,2104.5
QUADFUTURE,2112.8,528.2
VENUSREM,2114.92,1582.2
PRAKASH,2122.3,118.51
TIL,2123.01,257.51
RAMCOSYS,2132.67,567.25
BRIGHOTEL,2135.85,56.23
VERANDA,2140.13,221.76
OMAXE,2145.61,117.31
FREDUN,2155.74,1303.5
SIKA,2165.67,1021.5
KODYTECH,2168.03,1516.8
JISLJALEQS,2173.84,30.42
