symbol,mcap_cr,current_price
AYMSYNTEX,1507.62,256.45
ALLCARGO,1508.26,10.07
JAGSNPHARM,1516.51,230.02
WALCHANNAG,1531.65,225.56
VIDHIING,1535.31,307.4
BHARATSE,1540.17,245.25
DOLLAR,1541.26,271.75
IVALUE,1541.32,281.5
MBEL,1543.34,270.0
DIGITIDE,1544.04,103.55
SDBL,1546.16,74.37
FRONTSP,1551.26,1312.9
KOTIC,1557.46,144.18
ONEPOINT,1562.37,59.42
BLIL,1569.35,70.7
SUMMITSEC,1570.84,1440.9
RATNAVEER,1571.39,220.0
GTLINFRA,1575.56,1.23
ASIANTILES,1576.06,53.16
INFOBEAN,1584.47,163.39
SPMLINFRA,1584.71,186.78
SURAKSHA,1585.6,304.45
WENDT,1597.0,7985.0
MOBIKWIK,1603.76,203.66
DSSL,1603.98,1259.3
KRISHNADEF,1604.64,1073.5
HITECH,1607.8,79.16
IFGLEXPOR,1608.29,223.13
TTKHLTCARE,1609.59,1139.1
AURUM,1623.4,225.24
VOEPL,1625.19,499.05
IKIO,1631.63,211.13
DELTACORP,1631.8,60.94
IPL,1634.4,141.92
RACLGEAR,1638.19,1389.7
TBZ,1651.25,247.45
SMCGLOBAL,1655.73,79.07
VINYAS,1661.37,1320.15
SURYODAY,1662.27,156.39
MOTISONS,1663.03,14.62
TARSONS,1663.76,312.7
CEINSYS,1664.54,795.0
MTNL,1672.02,26.54
HINDWAREAP,1673.6,200.08
RHETAN,1674.23,21.01
MVELECTRO,1678.16,615.1
VIKRAN,1680.55,65.16
DISAQ,1686.44,11597.0
SHALBY,1686.57,156.15
MAHASTEEL,1690.61,1028.7
ACCELYA,1692.49,1133.9
KABRAEXTRU,1693.73,484.3
STUDDS,1708.13,434.05
GARUDA,1708.34,183.61
MCLOUD,1711.83,29.06
BLUSPRING,1726.6,115.49
JINDRILL,1728.37,596.4
MMWL,1731.96,15.29
KPEL,1736.99,256.2
GOCOLORS,1740.93,331.0
MACPOWER,1747.03,1746.3
BFINVEST,1747.42,464.0
GNRL,1755.69,114.45
MARSONS,1765.4,102.58
CAPACITE,1772.79,209.54
SHANTIGOLD,1779.59,231.9
KAPSTON,1780.59,585.1
RICOAUTO,1783.8,131.84
OMAXE,1799.19,98.37
GOODYEAR,1801.65,780.95
KRSNAA,1806.02,556.75
SPICEJET,1808.43,11.85
SHUKRAPHAR,1813.41,41.25
EIHAHOTELS,1821.69,298.95
YATRA,1821.95,116.11
TIL,1822.88,227.6
INSECTICID,1826.76,627.8
SBC,1835.71,38.55
5PAISA,1836.14,391.65
PAUSHAKLTD,1838.05,745.45
PFS,1838.21,28.62
JAICORPLTD,1838.59,104.76
CNL,1841.04,1226.0
ALGOQUANT,1851.86,65.88
GRMOVER,1865.93,90.05
SERVOTECH,1867.29,82.68
BGRENERGY,1868.62,258.95
VIDYAWIRES,1875.31,88.17
WEL,1876.11,140.0
HGS,1882.68,404.7
NUCLEUS,1887.0,716.8
SCILAL,1893.47,40.65
HATHWAY,1897.55,10.72
DCXINDIA,1902.48,170.8
CANTABIL,1919.91,229.55
TEAMLEASE,1919.96,1256.4
NDRAUTO,1923.76,808.8
MSPL,1928.81,34.03
PNGSREVA,1928.85,608.5
ANONDITA,1929.75,1066.95
INDIANHUME,1937.9,367.85
TIRUMALCHM,1938.49,160.8
DOLPHIN,1939.82,484.9
GRANDOAK,1941.66,37.42
JAYKAY,1942.58,149.1
ALPEXSOLAR,1946.38,762.0
AWFIS,1946.52,272.0
BCG,1951.33,9.67
MUKANDLTD,1959.36,135.6
WINDLAS,1959.41,949.5
JISLJALEQS,1975.58,27.08
KODYTECH,1979.5,1384.9
AEROPLANE,1981.56,191.36
SIMPLEXINF,1983.32,250.75
ASIANENE,1994.53,410.0
KCP,1995.44,154.78
TINNARUBR,1996.33,1108.1
SPANDANA,2006.35,251.0
KLBRENG-B,2009.85,358.9
SAKAR,2043.21,918.3
ARDEE,2044.71,64.87
CAMLINFINE,2045.06,106.46
ESAFSFB,2047.04,39.67
HPL,2047.33,318.4
GMBREW,2048.34,896.55
EMSLIMITED,2049.92,369.15
INDOCO,2050.99,222.2
HMT,2075.65,58.37
HINDOILEXP,2089.31,157.99
HESTERBIO,2093.28,2460.7
MONOLITH,2103.18,967.6
EXICOM,2104.14,151.29
GREENPANEL,2106.37,171.77
EPACK,2109.04,219.17
BFUTILITIE,2110.09,560.3
OBSCP,2116.88,819.05
ARMANFIN,2117.04,2013.4
NGLFINE,2123.14,3435.5
HUHTAMAKI,2127.08,281.65
SOMANYCERA,2129.18,519.15
HONDAPOWER,2134.77,2105.3
GOCLCORP,2136.08,430.9
VINCOFE,2136.52,146.65
PRABHA,2139.97,156.31
ALEMBICLTD,2141.3,83.39
INA,2141.89,97.16
TCIEXP,2142.88,557.4
PENIND,2145.45,158.34
VENKEYS,2145.5,1523.0
LAOPALA,2156.29,194.26
SHRINGARMS,2190.55,227.16
PRAKASH,2194.29,122.53
TAJGVK,2200.2,350.9
LANDMARK,2205.93,532.0
DYCL,2206.56,455.35
ELCIDIN,2207.0,110350.0
ORIENTHOT,2209.63,123.72
NITCO,2209.84,91.86
GEOJITFSL,2230.19,79.9
SAKSOFT,2231.37,168.34
APOLLOPIPE,2239.63,508.45
RAMCOSYS,2239.82,595.75
BAJEL,2246.26,194.15
PARACABLES,2247.81,68.69
THEJO,2248.25,2072.6
BRIGHOTEL,2249.43,59.22
PROTEAN,2257.93,555.85
SANSTAR,2261.03,112.9
REPCOHOME,2265.35,362.1
BHARATRAS,2271.1,1366.4
SAGCEM,2272.35,173.85
ADVAIT,2278.99,2082.6
AJMERA,2306.05,117.18
MOLDTKPAC,2307.42,694.4
HLEGLAS,2307.63,332.25
VENUSREM,2311.55,1729.3
JNKINDIA,2311.74,413.15
GNA,2312.47,538.65
NIBE,2315.96,1494.0
ANANTAM,2320.51,106.69
TVSINVIT,2326.96,118.0
TASTYBITE,2332.62,9090.5
VERANDA,2339.4,242.8
SIKA,2340.58,1104.0
KICL,2385.58,5459.0
BOMDYEING,2387.13,115.58
NELCO,2390.4,1047.5
RAJESHEXPO,2391.31,80.99
GANDHAR,2395.6,244.75
COSMOFIRST,2397.39,913.3
EPACKPEB,2400.55,238.55
JGCHEM,2402.11,613.0
SHK,2404.09,173.68
BNAGROCHEM,2405.21,246.0
SPAL,2413.96,960.25
SATIN,2442.73,221.12
CONFIPET,2451.94,73.8
SIRCA,2461.4,433.4
EASEMYTRIP,2466.5,6.19
SOLARA,2477.32,518.35
MANGLMCEM,2482.59,902.85
SAIPARENT,2487.95,563.15
MARATHON,2490.39,369.25
SUNDROP,2500.06,663.2
KNACK,2503.1,204.56
INDNIPPON,2534.28,1120.3
UTKARSHBNK,2535.82,14.25
PANACEABIO,2537.01,414.2
RANEHOLDIN,2538.13,1777.4
SPORTKING,2541.69,200.02
ARKADE,2542.11,136.92
RISHABH,2556.03,660.6
STOVEKRAFT,2567.14,775.4
FISCHER,2573.51,38.79
PARKHOTELS,2578.63,120.85
INDSWFTLAB,2579.54,296.63
EVEREADY,2596.39,357.2
TALBROAUTO,2602.77,421.65
GKENERGY,2603.97,128.39
BBL,2606.95,2306.4
VEEDOL,2609.94,1497.9
ADOR,2610.94,1500.3
SILVERTUC,2616.34,206.32
MEDIASSIST,2617.55,350.4
XPROINDIA,2618.36,1115.6
DRAGARWQ,2618.43,5418.0
PIXTRANS,2624.59,1925.6
FMGOETZE,2624.9,471.85
EFCIL,2641.58,178.55
STYLEBAAZA,2648.12,347.9
HIKAL,2667.61,216.35
IMAGICAA,2672.0,47.22
FLAIR,2684.95,254.75
RAJRATAN,2690.1,529.85
AUTOAXLES,2693.21,1782.4
HUBTOWN,2695.79,189.71
KIRIINDUS,2702.19,414.65
ELITECON,2703.06,16.91
ZAGGLE,2703.15,201.04
MUFIN,2704.32,136.47
ORIANA,2717.28,1337.3
NOCIL,2720.0,162.85
NXT-INFRA,2721.75,95.5
RAMKY,2723.97,393.65
ORIENTCEM,2727.69,132.76
GIPCL,2731.33,175.97
PARAGMILK,2739.8,218.12
SUNCLAY,2742.1,1243.8
CAPINVIT,2744.06,76.44
ROADSTAR,2746.53,60.3
GATEWAY,2749.04,55.02
GLOBUSSPR,2751.76,874.65
GSPCROP,2752.51,591.7
ROSSARI,2755.3,497.4
KITEX,2770.86,138.89
RELINFRA,2798.31,68.48
STALLION,2801.73,241.35
NSIL,2824.17,5494.5
VIMTALABS,2829.57,633.2
ANTELOPUS,2829.87,804.8
DIAMONDYD,2833.79,1184.2
PATELENG,2834.55,28.57
MAITHANALL,2835.61,974.05
CHEMPLASTS,2852.14,180.39
JINDALPOLY,2852.68,651.5
BLSE,2864.7,315.3
RSYSTEMS,2875.82,242.7
ADFFOODS,2876.78,261.85
BETA,2877.01,2595.2
NILKAMAL,2883.59,1932.7
EUROPRATIK,2892.77,283.05
INTERARCH,2907.16,1728.7
SIYSIL,2910.04,641.4
VINDHYATEL,2915.57,2460.4
GANECOS,2916.74,1088.5
BOROLTD,2917.58,243.97
JTLIND,2927.97,76.64
DDEVPLSTIK,2952.19,285.3
PANAMAPET,2953.3,488.2
ELPROINTL,2961.31,174.73
BALMLAWRIE,2966.92,173.5
DREDGECORP,2980.32,1064.4
CARRARO,2982.15,524.55
WONDERLA,2988.26,470.85
NITINSPIN,2990.34,531.9
NAVNETEDUL,2991.47,135.23
RPSGVENT,2992.17,904.35
UFBL,2994.46,765.5
MMFL,3001.18,621.6
ORISSAMINE,3002.22,5003.7
POKARNA,3003.36,968.7
SANGAMIND,3006.5,598.35
MONARCH,3008.56,379.35
SHANTIGEAR,3024.91,394.3
GRAUWEIL,3030.6,66.84
SASKEN,3041.03,2001.8
BEPL,3043.54,122.3
ARVSMART,3043.66,663.15
JASH,3056.05,483.6
