symbol,mcap_cr,current_price
SDBL,1503.49,72.32
CNL,1503.87,1001.45
DIFFNKG,1511.65,403.9
OBSCP,1512.09,585.05
DOLPHIN,1512.17,378.0
DIGITIDE,1513.45,101.5
GPTINFRA,1529.0,121.0
SESHAPAPER,1529.11,242.45
INFOBEAN,1534.17,158.2
ARFIN,1535.35,91.0
PNBGILTS,1538.91,85.49
TTKHLTCARE,1551.41,1097.9
BLIL,1553.82,70.0
GTLINFRA,1562.71,1.22
DSSL,1563.06,1227.2
SHANTIGOLD,1565.24,217.1
MCLOUD,1570.43,26.66
VIDHIING,1574.26,315.2
NINSYS,1578.77,849.9
IVALUE,1578.86,289.0
RACLGEAR,1580.2,1340.5
NAVKARCORP,1580.41,105.0
MMWL,1581.3,13.96
WALCHANNAG,1587.5,234.0
MOTISONS,1595.9,14.03
DLINKINDIA,1595.94,449.5
SMCGLOBAL,1598.98,76.39
ASALCBR,1601.42,797.55
IKIO,1605.53,207.75
UEL,1614.77,121.05
ASIANTILES,1614.91,54.47
GARUDA,1615.2,173.6
DANISH,1615.81,820.55
MOBIKWIK,1620.24,205.75
VOEPL,1622.73,498.3
SUMMITSEC,1626.77,1492.2
VINYAS,1632.67,1297.35
FRONTSP,1633.3,1382.35
OMAXE,1636.96,89.5
BLUSPRING,1637.12,109.55
SIGNPOST,1640.92,307.0
AURUM,1643.67,228.05
IZMO,1649.47,1102.4
WENDT,1676.0,8380.0
SPMLINFRA,1680.32,198.05
DELTACORP,1684.27,62.9
MBEL,1697.32,297.0
SKMEGGPROD,1699.83,322.8
TARSONS,1707.94,321.0
MTNL,1712.97,27.19
IPL,1726.29,149.9
JINDRILL,1726.31,595.7
ACCELYA,1730.42,1159.3
NITTAGELA,1730.61,1905.95
TIL,1733.19,216.4
BFINVEST,1734.82,460.65
YATRA,1736.31,110.65
GOCOLORS,1736.71,330.2
5PAISA,1738.15,370.75
SOLARWORLD,1739.08,200.65
STUDDS,1748.06,444.2
DISAQ,1759.58,12100.0
WINDLAS,1764.99,855.3
HITECH,1769.02,87.1
KRSNAA,1770.99,545.95
MONOLITH,1771.5,815.0
TBZ,1781.06,266.9
SHALBY,1782.7,165.05
KOTIC,1782.79,165.04
HINDWAREAP,1795.9,214.7
CEINSYS,1796.44,858.0
INSECTICID,1797.1,617.6
JAICORPLTD,1803.29,102.75
JAYBARMARU,1834.34,169.45
SAKAR,1845.68,829.5
SPICEJET,1846.6,12.1
SIMPLEXINF,1853.22,234.3
VIKRAN,1854.14,71.89
CAPACITE,1858.34,219.65
ASIANENE,1869.56,384.45
GRMOVER,1878.16,90.64
GOODYEAR,1888.18,818.45
PFS,1899.26,29.57
SUMEETINDS,1906.4,27.44
BCG,1908.93,9.46
HATHWAY,1913.48,10.81
MVKAGRO,1919.16,380.0
KODYTECH,1922.91,1345.3
EIHAHOTELS,1923.44,315.65
SCILAL,1932.15,41.48
NUCLEUS,1938.34,736.3
MARSONS,1946.43,113.1
NDRAUTO,1948.28,819.1
KRISHNADEF,1950.34,1304.8
ALGOQUANT,1950.8,69.4
HGS,1953.84,420.0
PRABHA,1961.16,143.25
GOCLCORP,1962.32,395.85
VIDYAWIRES,1964.24,92.35
RICOAUTO,1984.16,146.65
SURYODAY,1987.62,187.0
AEROPLANE,1988.16,192.0
CANTABIL,1993.09,238.3
JGCHEM,1993.57,508.75
ESAFSFB,1993.8,38.64
SBC,2006.66,42.14
NGLFINE,2015.43,3261.2
DYCL,2020.76,417.0
SOMANYCERA,2028.3,494.55
INDIANHUME,2038.79,387.0
DCXINDIA,2042.82,183.4
MUKANDLTD,2043.16,141.4
ANONDITA,2045.53,1130.95
GRANDOAK,2051.15,39.53
PARACABLES,2054.06,62.77
BAJEL,2054.8,177.6
MSPL,2055.21,36.26
SHK,2055.56,148.5
BGRENERGY,2056.24,284.95
LAOPALA,2056.28,185.25
THEJO,2057.76,1897.0
AWFIS,2063.2,288.3
GMBREW,2067.75,905.05
TINNARUBR,2068.95,1148.4
STYLEBAAZA,2079.15,273.15
INDSWFTLAB,2079.25,239.1
TIRUMALCHM,2087.94,173.2
ARMANFIN,2090.62,1988.25
GEOJITFSL,2098.14,75.17
HINDOILEXP,2098.69,158.7
KCP,2102.05,163.05
KPEL,2104.46,310.4
SHRINGARMS,2115.75,219.4
BHARATRAS,2121.11,1276.15
