symbol,mcap_cr,current_price
AEROENTER,1501.35,132.67
AYMSYNTEX,1506.44,256.25
UGROCAP,1507.69,97.09
IVALUE,1513.39,276.4
MACPOWER,1530.94,1530.3
DOLLAR,1537.57,271.1
VINYAS,1540.75,1224.3
ASALCBR,1543.69,768.8
IKIO,1545.23,199.95
NAVKARCORP,1545.98,102.71
ATULAUTO,1547.97,557.8
IGPL,1551.75,503.9
AURUM,1558.31,216.21
JAGSNPHARM,1559.23,236.5
IFGLEXPOR,1564.68,217.08
MMWL,1565.45,13.82
DLINKINDIA,1566.83,441.3
BLIL,1570.68,70.76
SHANTIGOLD,1572.05,218.05
ASIANTILES,1574.28,53.1
VOEPL,1576.67,484.15
WEL,1577.14,117.69
DSSL,1577.61,1238.6
CNL,1585.46,1055.8
DIFFNKG,1585.75,423.7
WALCHANNAG,1588.15,233.88
RACLGEAR,1595.87,1353.8
DANISH,1596.1,810.55
OMAXE,1602.21,87.6
DOLPHIN,1609.78,402.4
FERMENTA,1610.02,547.05
MOTISONS,1612.98,14.18
GARUDA,1613.25,173.39
PNGSREVA,1619.63,510.95
WENDT,1620.4,8102.0
MOBIKWIK,1621.95,205.97
FRONTSP,1622.75,1373.4
KAPSTON,1624.32,533.75
GTLINFRA,1639.6,1.28
5PAISA,1645.57,351.0
SPMLINFRA,1648.09,194.25
VIDHIING,1652.43,330.85
SMCGLOBAL,1663.89,79.46
BLUSPRING,1665.97,111.48
INFOBEAN,1675.05,172.73
IPL,1677.82,145.69
YATRA,1678.22,106.95
SUMMITSEC,1678.98,1540.1
INDORAMA,1683.14,64.46
GOCOLORS,1683.33,320.05
MBEL,1690.16,295.75
MCLOUD,1694.16,28.76
KOTIC,1697.67,157.16
ACCELYA,1700.1,1139.0
DELTACORP,1707.04,63.75
TARSONS,1724.95,324.2
SURYODAY,1729.97,162.76
HITECH,1745.71,85.95
MTNL,1752.03,27.81
STUDDS,1753.59,445.6
JAYBARMARU,1758.85,162.48
MAHASTEEL,1766.53,1074.9
OBSCP,1776.76,687.45
WINDLAS,1779.36,862.25
SPICEJET,1779.43,11.66
JINDRILL,1780.24,614.3
SHALBY,1782.59,165.04
KRISHNADEF,1796.12,1201.6
PFS,1802.89,28.07
CEINSYS,1804.09,861.65
CAPACITE,1806.47,213.52
BFINVEST,1809.75,480.55
JAICORPLTD,1812.62,103.28
PAUSHAKLTD,1812.78,735.2
DISAQ,1813.39,12470.0
INDOTHAI,1814.57,136.6
KRSNAA,1823.54,562.15
HINDWAREAP,1836.37,219.54
NUCLEUS,1838.3,698.3
TBZ,1840.76,275.85
SIMPLEXINF,1844.19,233.16
ANONDITA,1847.91,1021.7
MARSONS,1861.26,108.15
VIKRAN,1863.41,72.25
GRMOVER,1901.77,91.78
BCG,1908.95,9.46
MONOLITH,1909.29,878.4
INSECTICID,1915.66,658.35
EIHAHOTELS,1924.06,315.75
DYCL,1930.11,398.3
HATHWAY,1932.95,10.92
ALGOQUANT,1933.1,68.77
MSPL,1937.88,34.19
SCILAL,1939.59,41.64
NDRAUTO,1950.04,819.85
AWFIS,1954.03,273.05
VIDYAWIRES,1959.75,92.14
HGS,1960.6,421.45
BGRENERGY,1963.88,272.15
KODYTECH,1968.71,1377.35
RICOAUTO,1972.0,145.75
SERVOTECH,1976.37,87.51
KCP,1976.62,153.32
SBC,1977.62,41.53
JGCHEM,1981.84,505.75
GRANDOAK,1993.03,38.41
INDSWFTLAB,2001.94,230.21
DCXINDIA,2005.62,180.06
GOODYEAR,2010.2,871.35
NGLFINE,2013.51,3258.1
TINNARUBR,2019.57,1121.0
ASIANENE,2031.51,417.6
SAKAR,2038.2,916.05
GOCLCORP,2040.65,411.65
MUKANDLTD,2055.45,142.25
GMBREW,2057.94,900.75
INDOCO,2063.72,223.58
BAJEL,2067.39,178.69
SPANDANA,2068.89,256.55
CANTABIL,2073.05,247.86
VENUSREM,2075.76,1552.9
TIL,2079.97,259.7
AEROPLANE,2085.42,201.39
SOMANYCERA,2088.78,509.3
INDIANHUME,2090.41,396.8
JAYKAY,2101.14,161.27
ARMANFIN,2101.69,1998.8
STYLEBAAZA,2110.73,277.3
HESTERBIO,2111.32,2481.9
LAOPALA,2112.44,190.31
TEAMLEASE,2114.56,1261.0
PARACABLES,2123.13,64.88
PRABHA,2123.82,155.13
ALPEXSOLAR,2129.14,833.55
HONDAPOWER,2133.76,2104.3
HMT,2135.03,60.04
HINDOILEXP,2135.6,161.49
BFUTILITIE,2140.97,568.5
TCIEXP,2141.28,557.35
NIBE,2144.05,1383.1
HPL,2158.25,335.65
ESAFSFB,2166.24,41.98
HUHTAMAKI,2177.3,288.3
GEOJITFSL,2181.9,78.17
KPEL,2188.52,322.8
GNA,2214.37,515.8
ELCIDIN,2218.3,110915.0
EPACK,2224.13,231.13
VINCOFE,2225.39,152.75
RAMCOSYS,2226.1,592.1
TIRUMALCHM,2234.57,185.36
BHARATRAS,2236.2,1345.4
SHRINGARMS,2239.92,232.28
NELCO,2240.24,981.7
PRAKASH,2242.82,125.24
VENKEYS,2247.21,1595.2
JISLJALEQS,2253.02,30.92
PENIND,2253.03,166.28
LANDMARK,2253.62,543.5
