symbol,mcap_cr,current_price
GCSL,1502.07,600.7
MCLOUD,1512.14,25.67
YUKEN,1512.92,1113.75
MVKAGRO,1514.11,299.8
BLIL,1519.18,68.44
RUBYMILLS,1521.85,455.1
MMWL,1524.67,13.46
5PAISA,1530.94,326.55
JAGSNPHARM,1536.08,232.89
SUMMITSEC,1536.28,1409.2
IPL,1539.62,133.69
AVADHSUGAR,1540.62,769.6
DLINKINDIA,1541.8,434.25
KROSS,1542.23,239.07
STEELXIND,1548.48,12.14
AEROENTER,1551.37,137.09
DOLLAR,1551.47,273.55
HITECH,1551.54,76.39
INDOBORAX,1554.92,484.55
MTNL,1558.62,24.74
ASTEC,1559.35,699.8
SHALBY,1563.77,144.78
SURYODAY,1573.72,148.05
SHREEPUSHK,1574.52,486.9
TTKHLTCARE,1576.1,1115.4
SESHAPAPER,1583.89,251.14
DPEL,1585.16,634.95
RSL,1588.62,190.1
MOL,1589.97,62.52
KRISHNADEF,1592.68,1065.5
GNRL,1599.84,104.29
ARDEE,1604.69,50.91
ASIANHOTNR,1614.95,378.8
AURUM,1615.49,224.02
ONIXSOLAR,1617.21,438.65
CAPACITE,1624.23,191.98
PNGSREVA,1625.18,512.7
MODISONLTD,1632.4,503.05
NGLFINE,1642.15,2657.2
STUDDS,1647.53,418.65
NDRAUTO,1647.96,692.85
MOBIKWIK,1651.32,209.7
AYMSYNTEX,1655.76,281.65
TARSONS,1655.78,311.2
GOODYEAR,1665.77,722.05
MENONBE,1667.19,297.5
ACCELYA,1669.35,1118.4
RGL,1669.47,155.49
VIDHIING,1670.41,334.45
TAALTECH,1675.19,5375.5
CNL,1677.21,1116.9
SPANDANA,1678.31,235.37
BGRENERGY,1679.78,232.78
JAICORPLTD,1680.11,95.73
DIFFNKG,1682.31,449.5
IGPL,1684.63,547.05
SURAKSHA,1686.11,323.75
SKYWAYS,1686.13,116.01
PVP,1687.94,64.82
BFINVEST,1688.3,448.3
GARUDA,1692.43,181.9
QLINE,1694.09,726.2
DISAQ,1699.67,11688.0
GOCOLORS,1708.05,324.75
INDOKEM,1711.92,613.85
IKIO,1730.08,223.87
VIVIDEL,1736.54,1953.85
ACCENTMIC,1741.0,725.75
SERVOTECH,1745.33,77.28
GRMOVER,1749.89,84.45
EIHAHOTELS,1751.61,287.45
TECHNOCRAF,1751.78,442.3
PFS,1761.14,27.42
WENDT,1762.5,8812.5
LAOPALA,1764.12,158.93
VOEPL,1765.13,515.35
BLUECLOUDS,1765.86,19.13
INSECTICID,1774.1,609.7
HGS,1774.52,381.45
SCILAL,1776.56,38.14
EPACK,1782.56,185.15
KRSNAA,1784.29,550.05
STLNETWORK,1786.48,36.6
DEEPA,1786.57,185.86
KAPSTON,1790.02,588.2
OAL,1790.71,532.1
PAUSHAKLTD,1798.97,729.6
SMCGLOBAL,1800.84,86.0
HATHWAY,1810.82,10.23
YATRA,1811.13,115.42
MOTISONS,1814.32,15.95
RICOAUTO,1815.32,134.17
ALGOQUANT,1816.16,64.61
ALLCARGO,1821.3,12.16
GRANDOAK,1824.39,35.16
SYNCOMF,1829.24,19.46
NUCLEUS,1833.43,696.45
JINDRILL,1835.16,633.25
MACPOWER,1843.77,1843.0
DCXINDIA,1856.03,166.63
TINNARUBR,1862.92,1034.05
BLEL,1870.4,442.15
VIDYAWIRES,1877.01,88.25
HPL,1877.57,292.0
TIRUMALCHM,1880.38,155.98
GREENPANEL,1883.56,153.6
TEAMLEASE,1897.03,1241.4
SAGCEM,1911.6,146.25
RHETAN,1913.3,24.01
QUADFUTURE,1914.0,478.5
HUHTAMAKI,1921.28,254.4
BHARATRAS,1924.55,1157.9
MSPL,1924.84,33.96
HESTERBIO,1926.72,2264.9
SILVERTUC,1933.73,152.49
SAKSOFT,1941.74,146.49
INDIANHUME,1946.85,369.55
