symbol,mcap_cr,current_price
FERMENTA,1500.69,509.9
WALCHANNAG,1501.3,221.09
NITTAGELA,1503.74,1656.1
FRONTSP,1504.59,1273.4
CEINSYS,1514.11,723.15
MOBIKWIK,1514.54,192.33
GENESYS,1523.18,227.8
DOLLAR,1523.96,268.7
KRISHNADEF,1524.37,1019.8
SDBL,1525.58,73.38
SPMLINFRA,1526.17,179.88
VIKRAN,1531.73,59.39
GTLINFRA,1537.13,1.2
DIFFNKG,1538.22,411.0
MIIL,1542.28,709.95
SUMMITSEC,1549.14,1421.0
MOL,1549.79,60.94
MBEL,1551.06,271.35
IFGLEXPOR,1553.08,215.47
DLINKINDIA,1573.75,443.25
JAGSNPHARM,1576.78,239.06
INDOBORAX,1588.78,495.1
DELTACORP,1591.36,59.43
MENONBE,1595.01,284.62
IPL,1600.77,139.0
BLIL,1601.31,72.14
TTKHLTCARE,1602.66,1134.2
HINDWAREAP,1602.75,191.61
INFOBEAN,1606.58,165.67
MCLOUD,1618.17,27.47
RHETAN,1618.45,20.31
SPICEJET,1620.72,10.62
KOTIC,1622.38,150.19
GARUDA,1630.09,175.2
IGPL,1639.52,532.4
SURYODAY,1639.73,154.26
OAL,1641.62,487.8
WENDT,1648.7,8243.5
IKIO,1651.64,213.72
AEROENTER,1655.48,146.29
SMCGLOBAL,1658.45,79.2
AVADHSUGAR,1661.63,830.05
INDORAMA,1661.99,63.65
HITECH,1666.5,82.05
BFINVEST,1667.58,442.8
SHALBY,1670.37,154.65
DANISH,1674.48,850.35
MMWL,1677.59,14.81
AURUM,1680.11,232.98
KPEL,1691.22,249.45
ACCELYA,1692.79,1134.1
PVP,1698.35,65.22
NDRAUTO,1700.29,714.85
KAPSTON,1701.77,559.2
MTNL,1716.75,27.25
QUADFUTURE,1716.8,429.2
PNGSREVA,1718.85,542.25
INDOKEM,1723.08,617.85
YATRA,1723.25,109.82
5PAISA,1726.91,368.35
GOODYEAR,1730.02,749.9
PFS,1730.95,26.95
NGLFINE,1738.68,2813.4
INSECTICID,1741.51,598.5
SPANDANA,1741.98,244.3
RICOAUTO,1750.92,129.41
JAICORPLTD,1760.67,100.32
GOCOLORS,1765.38,335.65
TARSONS,1767.78,332.25
STUDDS,1770.9,450.0
SURAKSHA,1771.79,340.2
DISAQ,1775.29,12208.0
VIDHIING,1776.54,355.7
GRMOVER,1789.88,86.38
ELITECON,1790.32,11.2
TINNARUBR,1794.55,996.1
AEROPLANE,1810.29,174.82
AWFIS,1812.34,253.25
RACLGEAR,1813.71,1538.6
ALGOQUANT,1814.76,64.56
JINDRILL,1820.52,628.2
ALLCARGO,1825.79,12.19
BCG,1826.22,9.05
SERVOTECH,1828.67,80.97
SYNCOMF,1829.24,19.46
KRSNAA,1829.7,564.05
CAPACITE,1838.7,217.33
EIHAHOTELS,1839.06,301.8
EPACK,1847.11,191.95
BGRENERGY,1849.5,256.3
SHANTIGOLD,1859.32,242.29
BLUECLOUDS,1863.7,20.19
CNL,1865.3,1242.15
HATHWAY,1871.0,10.57
HGS,1872.67,402.55
SCILAL,1880.9,40.38
MOTISONS,1892.81,16.64
GRANDOAK,1903.78,36.69
BLUSPRING,1905.11,127.43
PAUSHAKLTD,1915.1,776.7
VIDYAWIRES,1915.72,90.07
ANONDITA,1918.81,1060.9
BFUTILITIE,1921.6,510.25
GOCLCORP,1924.65,388.25
ARDEE,1927.77,61.16
TIRUMALCHM,1932.7,160.32
BLEL,1935.13,457.45
TEAMLEASE,1944.86,1272.7
SHUKRAPHAR,1946.61,44.28
SAKAR,1948.42,875.7
LAOPALA,1953.05,175.95
VOEPL,1954.54,570.65
HESTERBIO,1958.54,2302.3
NUCLEUS,1961.76,745.2
MVELECTRO,1963.13,719.55
TIL,1967.76,239.25
GREENPANEL,1975.04,161.06
DCXINDIA,1980.56,177.81
VINYAS,1980.58,1573.8
MUKANDLTD,1983.49,137.27
HUHTAMAKI,1985.47,262.9
HPL,1985.6,308.8
CAMLINFINE,1988.58,103.52
SBC,1996.66,41.93
MACPOWER,2007.93,2007.1
TBZ,2013.26,301.7
KODYTECH,2028.38,1419.1
GMBREW,2034.29,890.4
INDIANHUME,2036.41,386.55
CANTABIL,2037.34,243.59
INA,2040.94,92.58
PARACABLES,2040.99,62.37
WINDLAS,2060.63,998.55
MSPL,2062.57,36.39
BHARATRAS,2086.28,1255.2
LANDMARK,2087.14,503.35
HONDAPOWER,2087.42,2058.6
JISLJALEQS,2091.87,28.7
EMSLIMITED,2098.23,377.85
SHK,2109.95,152.43
KABRAEXTRU,2110.61,603.5
SHRINGARMS,2123.15,220.17
SAKSOFT,2129.3,160.64
SAGCEM,2130.01,162.96
TAJGVK,2131.85,340.0
TCIEXP,2136.73,555.8
ARMANFIN,2138.91,2034.2
HINDOILEXP,2151.07,162.66
SIKA,2159.52,1018.6
SANSTAR,2167.1,108.21
ALPEXSOLAR,2168.73,849.05
VENUSREM,2174.41,1626.7
RAMCOSYS,2174.59,578.4
KCP,2174.77,168.69
HLEGLAS,2176.02,313.3
ELCIDIN,2180.0,109000.0
NIBE,2182.8,1408.1
MAHASTEEL,2185.28,1329.7
PROTEAN,2192.53,539.75
NELCO,2193.46,961.2
SIMPLEXINF,2195.61,277.59
HMT,2198.33,61.82
PENIND,2198.83,162.28
VENKEYS,2214.39,1571.9
BNAGROCHEM,2217.49,226.8
BAJEL,2231.1,192.84
THEJO,2235.35,2060.6
GAJA,2237.27,158.66
OBSCP,2238.36,866.05
KMCSHIL,2251.6,138.05
SILVERTUC,2260.01,178.22
BRIGHOTEL,2262.34,59.56
KICL,2263.66,5180.0
RAJESHEXPO,2267.89,76.81
EPACKPEB,2270.74,225.65
RANEHOLDIN,2283.23,1598.9
REPCOHOME,2286.62,365.5
MARSONS,2291.86,133.17
ANANTAM,2293.76,105.46
INDOCO,2296.51,248.8
MOLDTKPAC,2296.78,691.2
NITCO,2299.57,95.59
SAIPARENT,2303.28,521.35
ESAFSFB,2307.12,44.71
AJMERA,2310.58,117.41
SOMANYCERA,2315.17,564.5
VERANDA,2318.68,240.65
