symbol,mcap_cr,current_price
NAVKARCORP,1510.43,100.35
VIDHIING,1512.83,302.9
INFOBEAN,1514.25,156.15
DSSL,1514.36,1188.95
ARFIN,1517.31,89.93
SDBL,1517.86,73.01
PNBGILTS,1518.03,84.33
ASIANTILES,1519.38,51.25
DOLPHIN,1520.17,380.0
QUADFUTURE,1521.2,380.3
GTLINFRA,1549.9,1.21
IVALUE,1551.53,284.0
BLIL,1554.48,70.03
WAAREEINDO,1559.06,374.75
DLINKINDIA,1560.59,439.55
BLUSPRING,1567.67,104.9
RACLGEAR,1568.87,1330.9
VINYAS,1573.09,1250.0
UEL,1586.12,118.9
MMWL,1588.11,14.02
OMAXE,1590.67,86.97
NINSYS,1591.94,857.0
VOEPL,1598.03,502.0
MCLOUD,1598.12,27.13
FRONTSP,1604.29,1357.75
GARUDA,1604.95,172.5
MOTISONS,1604.98,14.11
SUMMITSEC,1605.83,1473.0
SIGNPOST,1605.95,300.45
WALCHANNAG,1609.85,237.3
IZMO,1613.17,1078.15
MOBIKWIK,1614.36,205.0
IKIO,1614.41,208.9
ASALCBR,1617.49,805.55
SMCGLOBAL,1621.79,77.45
AURUM,1626.32,225.65
MONOLITH,1636.75,753.0
TARSONS,1639.54,308.15
DANISH,1645.23,835.5
TIL,1664.72,207.85
SPMLINFRA,1676.94,197.65
YATRA,1683.6,107.3
MBEL,1686.16,295.05
DELTACORP,1686.95,63.0
GOCOLORS,1688.56,321.05
ASIANENE,1692.34,348.0
MTNL,1700.37,26.99
BFINVEST,1702.43,452.05
SKMEGGPROD,1702.5,323.3
KODYTECH,1706.7,1194.05
SOLARWORLD,1710.04,197.3
ACCELYA,1715.11,1149.05
5PAISA,1715.41,365.9
NITTAGELA,1716.13,1890.0
JAYBARMARU,1730.38,159.85
IPL,1732.04,150.4
HITECH,1736.58,85.5
STUDDS,1743.37,443.0
JINDRILL,1744.62,602.0
KRSNAA,1747.17,538.6
DISAQ,1750.87,12040.0
SHALBY,1760.56,163.0
HINDWAREAP,1769.97,211.6
WINDLAS,1773.77,859.55
JAICORPLTD,1775.2,101.15
INSECTICID,1789.53,615.0
TBZ,1795.75,269.1
KOTIC,1803.97,167.0
CEINSYS,1818.45,868.5
CAPACITE,1822.83,215.45
ESAFSFB,1827.18,35.41
SAKAR,1832.56,823.6
RICOAUTO,1839.41,135.95
ALGOQUANT,1844.28,65.61
GRMOVER,1860.75,89.8
JGCHEM,1861.58,475.05
GOODYEAR,1861.75,807.0
VIKRAN,1867.23,72.4
VIDYAWIRES,1875.3,88.17
SPICEJET,1880.16,12.32
SIMPLEXINF,1881.27,237.85
HATHWAY,1881.62,10.63
EIHAHOTELS,1889.01,310.0
BCG,1892.81,9.38
PFS,1906.95,29.69
PRABHA,1930.37,141.0
NUCLEUS,1933.18,734.35
GOCLCORP,1933.35,390.0
NDRAUTO,1935.4,813.7
MARSONS,1937.86,112.6
