symbol,mcap_cr,current_price
NAVKARCORP,1500.22,99.67
AYMSYNTEX,1504.09,255.85
DANISH,1514.97,769.35
INDORAMA,1515.76,58.05
OMAXE,1518.62,83.03
IVALUE,1522.43,278.05
JAGSNPHARM,1522.9,230.99
DIGITIDE,1526.45,102.37
MBEL,1526.76,267.1
SDBL,1528.49,73.52
TTKHLTCARE,1533.57,1085.3
ALLCARGO,1535.22,10.25
DLINKINDIA,1535.41,432.45
AMRUTANJAN,1543.1,533.75
ONEPOINT,1547.91,58.87
ASIANTILES,1566.87,52.85
IFGLEXPOR,1573.04,218.24
BLIL,1573.34,70.88
IKIO,1573.74,203.64
VIDHIING,1576.76,315.7
DSSL,1579.14,1239.8
WALCHANNAG,1580.82,232.8
TARSONS,1581.29,297.2
SPMLINFRA,1581.75,186.43
GTLINFRA,1588.37,1.24
MOTISONS,1594.78,14.02
SUMMITSEC,1595.91,1463.9
VOEPL,1598.97,491.0
WENDT,1603.4,8017.0
INFOBEAN,1616.28,166.67
KOTIC,1619.57,149.93
MVELECTRO,1635.46,599.45
DOLLAR,1637.11,288.65
AURUM,1647.32,228.56
IPL,1649.37,143.22
STUDDS,1658.35,421.4
SMCGLOBAL,1663.05,79.42
CEINSYS,1666.74,796.05
MOBIKWIK,1671.01,212.2
RACLGEAR,1673.67,1419.8
CNL,1675.26,1115.6
GNRL,1688.81,110.09
DELTACORP,1694.19,63.27
GOCOLORS,1698.85,323.0
PAUSHAKLTD,1699.11,689.1
MCLOUD,1702.99,28.91
MAHASTEEL,1708.19,1039.4
HITECH,1709.76,84.18
ACCELYA,1711.45,1146.6
KAPSTON,1714.55,563.4
JINDRILL,1716.34,592.25
MTNL,1724.31,27.37
VINYAS,1728.83,1373.75
KRISHNADEF,1735.73,1161.2
SURYODAY,1739.54,163.66
SHALBY,1746.19,161.67
SHANTIGOLD,1747.89,227.77
DISAQ,1748.39,12023.0
FRONTSP,1750.71,1481.7
MACPOWER,1755.03,1754.3
HINDWAREAP,1756.82,210.03
MARSONS,1758.69,102.19
BLUSPRING,1761.88,117.85
DOLPHIN,1762.4,440.55
BFINVEST,1763.62,468.3
5PAISA,1769.1,377.35
GARUDA,1774.03,190.67
PNGSREVA,1776.38,560.4
ARDEE,1776.43,
KABRAEXTRU,1779.07,508.7
CAPACITE,1786.16,211.12
YATRA,1793.71,114.31
GOODYEAR,1795.42,778.25
EIHAHOTELS,1797.62,295.0
JAICORPLTD,1801.91,102.67
WEL,1802.41,134.5
MMWL,1806.72,15.95
NUCLEUS,1820.92,691.7
TIL,1825.68,227.95
KPEL,1839.02,271.25
PFS,1847.21,28.76
INSECTICID,1852.22,636.55
KRSNAA,1864.57,574.8
MONOLITH,1869.84,860.25
BGRENERGY,1879.45,260.45
SPICEJET,1880.15,12.32
TBZ,1882.14,282.05
SERVOTECH,1882.87,83.37
AEROPLANE,1894.17,182.92
ALGOQUANT,1895.71,67.44
VIKRAN,1899.26,73.64
CANTABIL,1903.6,227.6
HATHWAY,1904.63,10.76
TEAMLEASE,1904.98,1246.6
SCILAL,1905.12,40.9
AWFIS,1908.23,266.65
HGS,1913.38,411.3
ANONDITA,1933.19,1068.85
WINDLAS,1946.2,943.1
RICOAUTO,1950.89,144.19
GRMOVER,1951.71,94.19
ASIANENE,1954.64,401.8
TIRUMALCHM,1960.67,162.64
KCP,1961.92,152.18
OBSCP,1964.65,760.15
NDRAUTO,1970.97,828.65
KODYTECH,1971.07,1379.0
SBC,1976.66,41.51
DCXINDIA,1982.9,178.02
JAYKAY,1983.49,152.24
ESAFSFB,1986.15,38.49
BCG,1993.71,9.88
INDOCO,1998.65,216.53
SPANDANA,2000.46,249.25
EXICOM,2002.05,143.95
MSPL,2013.26,35.52
KLBRENG-B,2016.57,360.1
ALPEXSOLAR,2027.22,793.65
MUKANDLTD,2031.75,140.61
INDIANHUME,2033.78,386.05
JISLJALEQS,2034.12,27.88
TINNARUBR,2048.93,1137.3
GMBREW,2056.22,900.0
VIDYAWIRES,2077.79,97.69
