symbol,mcap_cr,current_price
NITTAGELA,1502.2,1654.4
CLSEL,1504.45,302.55
INFOBEAN,1505.05,155.2
ONEPOINT,1518.2,57.74
KPEL,1519.56,224.13
HINDWAREAP,1519.6,181.67
AGL,1524.3,15.51
AEROENTER,1527.83,135.01
MCLOUD,1530.99,25.99
IFGLEXPOR,1531.96,212.54
MOBIKWIK,1533.04,194.68
JAGSNPHARM,1536.74,232.99
GCSL,1537.33,614.8
DLINKINDIA,1540.2,433.8
DOLLAR,1541.54,271.8
INDOBORAX,1551.39,483.45
STEELXIND,1552.31,12.17
SESHAPAPER,1557.53,246.96
5PAISA,1558.84,332.5
RSL,1560.21,186.7
IPL,1563.23,135.74
SUMMITSEC,1568.33,1438.6
MMWL,1571.11,13.87
HITECH,1572.05,77.4
SHALBY,1576.51,145.96
MTNL,1581.3,25.1
BLIL,1585.33,71.42
SUNSHINE,1587.65,509.7
AURUM,1589.24,220.38
SHREEPUSHK,1589.72,491.6
AVADHSUGAR,1590.36,794.45
MOL,1590.74,62.55
ASTEC,1595.0,715.8
KRISHNADEF,1599.41,1070.0
PNGSREVA,1599.82,504.7
DPEL,1602.51,641.9
TTKHLTCARE,1602.94,1134.4
SURYODAY,1605.72,151.06
SKYWAYS,1616.07,111.19
TAALTECH,1620.09,5198.7
ASIANHOTNR,1629.23,382.15
CNL,1631.26,1086.3
KOTIC,1633.4,151.21
STUDDS,1646.55,418.4
GNRL,1652.61,107.73
SPANDANA,1655.49,232.17
ARDEE,1658.59,52.62
CAPACITE,1660.35,196.25
QLINE,1667.85,714.95
GARUDA,1668.15,179.29
ACCELYA,1668.91,1118.1
NDRAUTO,1670.32,702.25
MODISONLTD,1670.53,514.8
GOODYEAR,1671.88,724.7
GOCOLORS,1674.92,318.45
VIVIDEL,1678.06,1888.05
RGL,1680.1,156.48
DIFFNKG,1682.5,449.55
NGLFINE,1684.48,2725.7
BFINVEST,1689.43,448.6
TARSONS,1690.1,317.65
MENONBE,1690.45,301.65
VIDHIING,1692.64,338.9
ONIXSOLAR,1693.71,459.4
ACCENTMIC,1695.78,706.9
JAICORPLTD,1699.59,96.84
STLNETWORK,1701.55,34.86
IGPL,1704.49,553.5
SURAKSHA,1707.47,327.85
PVP,1721.27,66.1
AYMSYNTEX,1723.07,293.1
DISAQ,1723.09,11849.0
INDOKEM,1730.33,620.45
WENDT,1733.9,8669.5
TECHNOCRAF,1740.3,439.4
QUADFUTURE,1743.2,435.8
SERVOTECH,1753.01,77.62
BGRENERGY,1755.11,243.22
RICOAUTO,1763.09,130.31
PFS,1764.35,27.47
OAL,1765.8,524.7
EIHAHOTELS,1776.6,291.55
KAPSTON,1780.13,584.95
INSECTICID,1782.24,612.5
HGS,1785.68,383.85
AWFIS,1786.22,249.6
YATRA,1788.53,113.98
IKIO,1790.83,231.73
SCILAL,1791.46,38.46
SMCGLOBAL,1793.3,85.64
ALGOQUANT,1797.33,63.94
BLUECLOUDS,1800.01,19.5
HATHWAY,1800.2,10.17
LAOPALA,1802.64,162.4
PAUSHAKLTD,1809.94,734.05
SYNCOMF,1810.44,19.26
EPACK,1811.35,188.14
GRMOVER,1812.67,87.48
MOTISONS,1821.15,16.01
VOEPL,1821.64,531.85
KRSNAA,1830.84,564.4
ALLCARGO,1836.28,12.26
DANISH,1844.02,936.45
NUCLEUS,1845.54,701.05
TINNARUBR,1853.1,1028.6
DCXINDIA,1866.39,167.56
BLEL,1868.08,441.6
MACPOWER,1871.18,1870.4
RACLGEAR,1872.18,1588.2
DEEPA,1884.42,196.04
JINDRILL,1895.87,654.2
TIRUMALCHM,1898.95,157.52
HPL,1902.01,295.8
GRANDOAK,1913.64,36.88
TEAMLEASE,1916.13,1253.9
VIDYAWIRES,1918.7,90.21
SILVERTUC,1927.51,152.0
