symbol,mcap_cr,current_price
SHREEPUSHK,1501.92,464.45
OAL,1501.96,446.3
CLSEL,1503.7,302.4
GENESYS,1510.67,225.93
DOLLAR,1512.05,266.6
MBEL,1518.19,265.6
UDS,1520.64,227.12
KOTIC,1520.73,140.78
HINDWAREAP,1523.28,182.11
RHETAN,1523.63,19.12
SPMLINFRA,1524.14,179.64
SPICEJET,1524.57,9.99
INFOBEAN,1527.55,157.52
DELTACORP,1537.27,57.41
SUMMITSEC,1541.18,1413.7
DLINKINDIA,1548.37,436.1
MIIL,1570.3,722.85
MCLOUD,1571.04,26.67
ASIANHOTNR,1574.02,369.2
JAGSNPHARM,1580.54,239.63
IPL,1592.02,138.24
TTKHLTCARE,1594.89,1128.7
BODALCHEM,1596.47,126.76
MMWL,1601.7,14.14
BLIL,1602.2,72.18
IKIO,1603.81,207.53
SURYODAY,1605.72,151.06
AURUM,1614.84,223.93
ELITECON,1616.08,10.11
5PAISA,1616.73,344.85
HITECH,1618.16,79.67
PNGSREVA,1620.58,511.25
MODISONLTD,1620.72,499.45
WENDT,1621.0,8105.0
AEROENTER,1622.66,143.39
KPEL,1639.02,241.75
NGLFINE,1642.4,2657.6
AVADHSUGAR,1648.12,823.3
MOL,1649.23,64.85
INDOBORAX,1656.0,516.05
SHALBY,1659.57,153.65
SMCGLOBAL,1667.87,79.65
GARUDA,1673.36,179.85
BFINVEST,1673.61,444.4
DANISH,1674.77,850.5
QUADFUTURE,1676.6,419.15
MTNL,1680.84,26.68
BGRENERGY,1682.23,233.12
SPANDANA,1686.01,236.45
IGPL,1688.64,548.35
MENONBE,1689.05,301.4
ACCELYA,1690.1,1132.3
INDOKEM,1694.07,607.45
PVP,1694.19,65.06
GOODYEAR,1698.53,736.25
GOCOLORS,1701.22,323.45
DISAQ,1704.91,11724.0
NDRAUTO,1718.25,722.4
RICOAUTO,1723.59,127.39
JAICORPLTD,1726.09,98.35
AYMSYNTEX,1729.54,294.2
PFS,1731.6,26.96
STUDDS,1736.67,441.3
INSECTICID,1741.07,598.35
KAPSTON,1741.63,572.3
CAPACITE,1765.18,208.64
