symbol,mcap_cr,current_price
MVELECTRO,1500.54,550.0
WALCHANNAG,1503.41,221.4
DIGITIDE,1509.0,101.2
FRONTSP,1509.08,1277.2
SDBL,1513.11,72.78
MENONBE,1515.32,270.4
AMRUTANJAN,1525.18,527.55
CEINSYS,1525.22,728.45
INFOBEAN,1526.4,157.4
IGPL,1528.97,496.5
IVALUE,1535.3,280.4
GNRL,1535.41,100.09
TTKHLTCARE,1549.82,1096.8
IFGLEXPOR,1550.41,215.1
MBEL,1551.35,271.4
SUMMITSEC,1551.54,1423.2
VIKRAN,1554.43,60.27
CLSEL,1555.95,312.9
MOBIKWIK,1558.02,197.85
KRISHNADEF,1558.3,1042.5
DOLLAR,1561.67,275.35
GTLINFRA,1562.75,1.22
KAPSTON,1563.61,513.8
MIIL,1566.16,720.95
INDOBORAX,1567.44,488.45
MOL,1582.33,62.22
DLINKINDIA,1583.52,446.0
DANISH,1586.36,805.6
INDORAMA,1587.05,60.78
KOTIC,1591.7,147.35
GENESYS,1597.71,238.95
JAGSNPHARM,1601.79,242.85
BLIL,1603.53,72.24
SPMLINFRA,1607.79,189.5
AEROENTER,1610.34,142.3
IPL,1616.31,140.35
WENDT,1632.0,8160.0
AVADHSUGAR,1636.4,817.45
HINDWAREAP,1645.32,196.7
SURYODAY,1647.59,155.0
SYNCOMF,1649.7,17.55
DELTACORP,1650.53,61.64
SPICEJET,1651.21,10.82
SMCGLOBAL,1652.16,78.9
HITECH,1662.43,81.85
QUADFUTURE,1664.0,416.0
SURAKSHA,1666.32,319.95
INSECTICID,1673.57,575.15
SHALBY,1676.31,155.2
MTNL,1685.25,26.75
BFINVEST,1691.31,449.1
MCLOUD,1692.39,28.73
AURUM,1698.99,235.6
GARUDA,1699.86,182.7
ACCELYA,1700.55,1139.3
VOEPL,1713.92,500.4
KPEL,1722.06,254.0
PNGSREVA,1730.57,545.95
DISAQ,1731.38,11906.0
VIDHIING,1734.08,347.2
GOODYEAR,1738.33,753.5
INDOKEM,1741.34,624.4
NGLFINE,1747.46,2827.6
RHETAN,1749.14,21.95
RICOAUTO,1751.45,129.45
SPANDANA,1754.46,246.05
RACLGEAR,1763.44,1495.95
NDRAUTO,1767.84,743.25
5PAISA,1768.85,377.3
STUDDS,1772.67,450.45
YATRA,1774.72,113.1
GOCOLORS,1788.0,339.95
JINDRILL,1789.09,617.35
JAICORPLTD,1791.03,102.05
CNL,1792.31,1193.55
ALLCARGO,1792.86,11.97
WEL,1806.43,134.8
PFS,1807.38,28.14
ARDEE,1812.4,57.5
EIHAHOTELS,1825.65,299.6
GRMOVER,1829.85,88.31
TINNARUBR,1830.39,1016.0
KRSNAA,1833.11,565.1
TARSONS,1833.49,344.6
VIDYAWIRES,1833.62,86.21
BCG,1838.32,9.11
BGRENERGY,1848.06,256.1
SERVOTECH,1849.45,81.89
MMWL,1864.48,16.46
AEROPLANE,1869.62,180.55
ALGOQUANT,1869.86,66.52
PAUSHAKLTD,1869.97,758.4
CAPACITE,1873.56,221.45
TBZ,1879.14,281.6
SCILAL,1879.49,40.35
BLEL,1880.13,444.45
LAOPALA,1888.13,170.1
HATHWAY,1890.47,10.68
HGS,1893.38,407.0
OMAXE,1898.5,103.8
BLUSPRING,1898.67,127.0
TEAMLEASE,1903.67,1245.75
MACPOWER,1912.6,1911.8
TIRUMALCHM,1913.17,158.7
SBC,1913.82,40.19
EPACK,1931.79,200.75
MOTISONS,1932.62,16.99
MSPL,1934.49,34.13
ANONDITA,1935.27,1070.0
DCXINDIA,1939.23,174.1
GREENPANEL,1939.35,158.15
MUKANDLTD,1943.46,134.5
AWFIS,1949.37,272.4
NUCLEUS,1950.05,740.75
SHUKRAPHAR,1953.22,44.43
SIMPLEXINF,1956.82,247.4
BFUTILITIE,1968.11,522.6
GOCLCORP,1968.52,397.1
MAHASTEEL,1985.28,1208.0
TIL,1996.95,242.8
SAKAR,1998.04,898.0
HPL,2012.6,313.0
GRANDOAK,2017.42,38.88
GMBREW,2023.22,885.55
PARACABLES,2024.63,61.87
HUHTAMAKI,2025.12,268.15
ARMANFIN,2027.46,1928.2
WINDLAS,2039.79,988.45
HESTERBIO,2044.88,2403.8
CANTABIL,2047.46,244.8
JISLJALEQS,2055.98,28.2
SHANTIGOLD,2057.4,268.1
CAMLINFINE,2058.32,107.15
TCIEXP,2059.84,535.8
INDOCO,2060.22,223.2
KODYTECH,2062.55,1443.0
INA,2068.92,93.85
INDIANHUME,2070.39,393.0
JAYKAY,2085.25,160.05
HINDOILEXP,2088.11,157.9
HONDAPOWER,2089.6,2060.75
BLUECLOUDS,2091.7,22.66
KABRAEXTRU,2101.7,600.95
NELCO,2117.81,928.05
MARSONS,2118.55,123.1
EMSLIMITED,2121.02,381.95
ELITECON,2122.82,13.28
RAMCOSYS,2123.45,564.8
DYCL,2127.35,439.0
SAKSOFT,2127.46,160.5
VINYAS,2129.34,1692.0
BHARATRAS,2132.48,1283.0
SAGCEM,2135.63,163.39
SHK,2139.3,154.55
PENIND,2144.22,158.25
SIKA,2161.85,1019.7
VENUSREM,2165.45,1620.0
BAJEL,2167.59,187.35
SANSTAR,2167.91,108.25
ALPEXSOLAR,2179.33,853.2
ELCIDIN,2180.0,109000.0
SHRINGARMS,2185.64,226.65
NIBE,2185.81,1410.05
LANDMARK,2187.89,527.65
HLEGLAS,2188.87,315.15
EXICOM,2189.11,157.4
TAJGVK,2191.42,349.5
THEJO,2205.29,2033.0
VENKEYS,2214.6,1572.05
REPCOHOME,2234.06,357.1
OBSCP,2238.36,866.05
KLBRENG-B,2242.81,400.5
SOMANYCERA,2243.82,547.1
RAJESHEXPO,2244.27,76.01
ESAFSFB,2255.0,43.7
KCP,2258.71,175.2
GEOJITFSL,2260.88,81.0
RATNAVEER,2271.05,270.6
BRIGHOTEL,2281.34,60.06
ANANTAM,2290.93,105.33
JGCHEM,2291.23,584.7
BOMDYEING,2293.57,111.05
PRAKASH,2294.04,128.1
RANEHOLDIN,2294.66,1606.9
KMCSHIL,2297.29,140.85
PROTEAN,2307.28,568.0
ASIANENE,2308.78,474.6
SILVERTUC,2323.77,183.25
KICL,2324.62,5319.5
NITCO,2327.47,96.75
AJMERA,2334.99,118.65
MOLDTKPAC,2342.13,704.85
BNAGROCHEM,2345.57,239.9
TVSINVIT,2346.68,119.0
UEL,2351.13,176.25
HMT,2351.59,66.13
GNA,2355.61,548.7
GAJA,2356.16,
EPACKPEB,2358.79,234.4
VINCOFE,2367.44,162.5
VERANDA,2380.82,247.1
SPAL,2391.46,951.3
MONOLITH,2391.83,1100.4
FREDUN,2397.36,1449.6
SAIPARENT,2399.82,543.2
ARKADE,2401.56,129.35
INDNIPPON,2431.13,1074.7
ADVAIT,2432.61,2223.0
SATIN,2447.49,221.55
