symbol,mcap_cr,current_price
DOLPHIN,1505.38,376.3
GALAPREC,1505.9,1175.0
UGROCAP,1510.18,97.25
GNRL,1520.19,99.1
IFGLEXPOR,1520.5,210.95
WENDT,1522.2,7611.0
SHRIRAMPPS,1525.29,89.38
STEELXIND,1526.8,11.97
OBSCP,1527.47,591.0
ASTEC,1529.6,686.45
SHANTIGOLD,1534.89,212.9
VIDHIING,1535.31,307.4
DSSL,1542.63,1211.15
INDOBORAX,1544.09,481.2
BLIL,1547.15,69.7
RACLGEAR,1560.32,1323.65
SDBL,1564.29,75.24
PNBGILTS,1566.09,87.0
ALLTIME,1571.86,239.95
NAVKARCORP,1572.18,104.45
MOTISONS,1578.86,13.88
AMRUTANJAN,1583.3,547.65
DLINKINDIA,1587.57,447.15
WAAREEINDO,1589.25,382.0
IZMO,1612.5,1077.7
GTLINFRA,1613.95,1.26
VINYAS,1622.24,1289.05
GARUDA,1628.68,175.05
IVALUE,1628.82,298.15
MMWL,1630.02,14.39
QUADFUTURE,1632.2,408.05
SPICEJET,1635.99,10.72
VOEPL,1639.35,515.0
ASALCBR,1640.47,817.0
UEL,1640.79,123.0
SUMMITSEC,1643.61,1507.65
MONOLITH,1652.04,760.05
INFOBEAN,1652.94,170.45
IKIO,1657.28,214.45
BLUSPRING,1660.28,111.1
FRONTSP,1667.12,1410.95
MCLOUD,1675.94,28.45
SMCGLOBAL,1682.34,80.34
NINSYS,1682.82,905.9
SKMEGGPROD,1693.79,321.65
MOBIKWIK,1694.23,215.15
AURUM,1694.81,235.25
NITTAGELA,1698.16,1870.2
OMAXE,1698.61,92.87
TBZ,1702.02,255.05
YATRA,1702.56,108.5
SPMLINFRA,1708.27,203.0
SIGNPOST,1710.38,320.0
WALCHANNAG,1716.12,252.95
DELTACORP,1718.25,64.17
ACCELYA,1718.46,1151.3
IPL,1729.15,150.15
ASIANENE,1737.03,357.2
DANISH,1742.72,885.0
JINDRILL,1745.21,602.2
SOLARWORLD,1747.76,201.65
KODYTECH,1750.95,1225.0
KRSNAA,1754.91,541.0
DISAQ,1757.86,12088.0
BFINVEST,1766.25,469.0
5PAISA,1767.92,377.1
MTNL,1770.3,28.1
STUDDS,1772.07,450.3
HITECH,1783.68,87.82
SHALBY,1784.32,165.2
WINDLAS,1796.11,870.35
ALGOQUANT,1802.91,64.14
ESAFSFB,1810.69,35.09
GOCOLORS,1812.17,344.55
SHK,1813.33,131.0
MBEL,1816.16,317.8
KOTIC,1830.44,169.45
TIL,1834.35,222.5
INSECTICID,1853.53,637.0
JAYBARMARU,1861.88,172.0
HINDWAREAP,1865.35,223.0
VIKRAN,1869.89,72.5
HUHTAMAKI,1871.03,247.75
CAPACITE,1878.22,222.0
RICOAUTO,1879.24,138.9
JAICORPLTD,1881.4,107.2
CEINSYS,1887.94,901.7
GOODYEAR,1889.32,818.95
JGCHEM,1892.71,483.0
GRMOVER,1894.94,91.45
NGLFINE,1906.4,3084.8
PFS,1923.57,29.95
EIHAHOTELS,1924.95,315.9
AEROPLANE,1933.31,186.7
SURYODAY,1936.09,182.15
KRISHNADEF,1937.97,1296.5
BCG,1939.26,9.61
MARSONS,1943.85,112.95
SCILAL,1947.02,41.8
NDRAUTO,1950.28,819.95
HATHWAY,1955.97,11.05
TIRUMALCHM,1958.98,162.5
GOCLCORP,1979.16,399.25
VIDYAWIRES,1988.66,93.5
NUCLEUS,1993.86,757.4
SIMPLEXINF,1997.96,252.6
SAKAR,2002.47,900.0
