symbol,mcap_cr,current_price
ONEPOINT,1502.17,57.13
IVALUE,1509.8,275.75
DOLLAR,1515.19,267.15
JAGSNPHARM,1517.02,230.1
PAUSHAKLTD,1518.13,615.7
PNBGILTS,1525.4,84.74
SIGNPOST,1526.75,285.65
DIGITIDE,1532.09,102.75
ASALCBR,1535.86,764.9
IKIO,1541.37,199.45
SESHAPAPER,1542.33,244.55
VOEPL,1545.54,474.6
NAVKARCORP,1554.11,103.25
SUMEETINDS,1554.15,22.37
SHANTIGOLD,1559.09,216.25
BLIL,1566.02,70.55
DOLPHIN,1566.77,391.65
VINYAS,1571.82,1249.0
DSSL,1573.34,1235.25
OMAXE,1574.8,86.1
GTLINFRA,1575.56,1.23
WEL,1579.28,117.85
DANISH,1581.25,803.0
WALCHANNAG,1584.1,233.5
MMWL,1585.83,14.0
AURUM,1591.38,220.8
FRONTSP,1595.08,1350.0
DLINKINDIA,1604.83,452.0
GARUDA,1607.75,172.8
INFOBEAN,1616.58,166.7
SPMLINFRA,1622.2,191.2
ASIANTILES,1623.23,54.75
MOBIKWIK,1624.96,206.35
MOTISONS,1626.64,14.3
5PAISA,1628.66,347.4
VIDHIING,1634.44,327.25
SOLARWORLD,1636.34,188.8
SUMMITSEC,1646.18,1510.0
MAHASTEEL,1648.65,1003.15
WENDT,1655.89,8279.45
MVKAGRO,1667.38,330.15
SMCGLOBAL,1671.02,79.8
YATRA,1672.74,106.6
MBEL,1674.44,293.0
TARSONS,1678.13,315.4
OBSCP,1687.61,652.95
DELTACORP,1693.63,63.25
ACCELYA,1700.63,1139.35
MTNL,1705.41,27.07
BFINVEST,1708.64,453.7
BLUSPRING,1709.61,114.4
KRSNAA,1710.67,527.35
KOTIC,1719.17,159.15
SURYODAY,1720.82,161.9
HITECH,1727.83,85.07
STUDDS,1736.27,441.2
SPICEJET,1736.74,11.38
JAYBARMARU,1739.06,160.65
GOCOLORS,1742.22,331.25
NITTAGELA,1743.34,1920.0
MCLOUD,1745.99,29.64
SHALBY,1749.76,162.0
CEINSYS,1752.49,837.0
DISAQ,1761.07,12110.15
IPL,1767.75,153.5
WINDLAS,1778.93,862.05
PFS,1781.72,27.74
JAICORPLTD,1786.64,101.8
JINDRILL,1793.43,618.85
KRISHNADEF,1797.61,1202.6
NUCLEUS,1815.77,689.75
CAPACITE,1823.18,215.5
HINDWAREAP,1845.25,220.6
GRMOVER,1848.12,89.19
INSECTICID,1860.23,639.3
SIMPLEXINF,1864.28,235.7
GRANDOAK,1865.91,35.96
TBZ,1868.51,280.0
VIKRAN,1872.68,72.61
MONOLITH,1880.05,864.95
BCG,1880.7,9.32
MARSONS,1901.7,110.5
EIHAHOTELS,1903.33,312.35
HATHWAY,1906.4,10.77
RICOAUTO,1908.4,141.05
ALGOQUANT,1914.22,68.1
SCILAL,1914.41,41.1
NDRAUTO,1917.09,806.0
GOODYEAR,1921.36,832.85
DYCL,1922.08,396.65
ASIANENE,1928.67,396.6
ANONDITA,1935.27,1070.0
SERVOTECH,1950.42,86.36
MSPL,1952.03,34.44
JGCHEM,1956.77,499.35
VIDYAWIRES,1962.75,92.28
INDSWFTLAB,1977.05,227.35
GOCLCORP,1978.72,399.15
HGS,1981.07,425.85
TINNARUBR,1987.37,1103.15
AWFIS,1988.01,277.8
SAKAR,1995.62,896.9
SBC,2003.28,42.07
SOMANYCERA,2007.41,489.45
DCXINDIA,2013.87,180.8
NGLFINE,2017.77,3265.0
INDOCO,2025.6,219.45
PRABHA,2026.22,148.0
KODYTECH,2029.68,1420.0
TIL,2030.33,253.5
MUKANDLTD,2042.46,141.35
CANTABIL,2042.87,244.25
LAOPALA,2042.96,184.05
AEROPLANE,2047.22,197.7
BAJEL,2050.16,177.2
GMBREW,2050.41,897.45
ARMANFIN,2051.64,1951.2
INDIANHUME,2057.75,390.6
STYLEBAAZA,2064.69,271.25
TCIEXP,2070.79,539.0
KCP,2082.08,161.5
TIRUMALCHM,2083.74,172.85
KPEL,2087.85,307.95
TEAMLEASE,2088.5,1245.45
BGRENERGY,2091.25,289.8
VENUSREM,2105.21,1574.95
ALPEXSOLAR,2107.31,825.0
VENKEYS,2111.62,1498.95
SPANDANA,2113.15,261.5
ESAFSFB,2116.26,41.01
HONDAPOWER,2127.51,2098.15
GEOJITFSL,2130.82,76.34
BHARATRAS,2130.83,1282.0
HESTERBIO,2131.32,2505.4
PARACABLES,2132.6,65.17
UEL,2133.77,159.95
HINDOILEXP,2137.08,161.6
HMT,2141.08,60.21
BFUTILITIE,2143.43,569.15
NIBE,2146.97,1385.0
HPL,2149.23,334.25
SHRINGARMS,2150.42,223.0
JAYKAY,2185.56,167.75
JISLJALEQS,2193.16,30.09
VINCOFE,2198.43,150.9
EXICOM,2198.87,158.1
RAMCOSYS,2200.74,585.55
EPACK,2210.89,229.75
GANDHAR,2214.99,226.3
ELCIDIN,2216.2,110810.0
PRAKASH,2218.81,123.9
SAKSOFT,2228.22,168.1
MOLDTKPAC,2231.19,671.45
PENIND,2242.48,165.5
HUHTAMAKI,2249.78,297.9
SANSTAR,2252.04,112.45
LANDMARK,2256.33,544.15
SAGCEM,2256.68,172.65
BRIGHOTEL,2261.95,59.55
APOLLOPIPE,2270.92,515.55
SHK,2271.54,164.1
TAJGVK,2272.32,362.4
ANANTAM,2284.85,105.05
TVSINVIT,2288.51,116.05
EMSLIMITED,2288.99,412.2
PIXTRANS,2292.56,1682.0
THEJO,2295.98,2116.6
NELCO,2299.06,1007.45
GNA,2299.16,535.55
BETA,2329.33,2235.3
KNACK,2331.12,190.5
ALEMBICLTD,2342.41,91.22
COSMOFIRST,2356.81,897.85
ORIENTHOT,2358.38,132.05
GREENPANEL,2359.35,192.4
RISHABH,2367.49,612.35
TASTYBITE,2369.09,9232.65
VINDHYATEL,2372.71,2002.3
SIKA,2374.38,1119.95
SIRCA,2396.1,421.9
KICL,2400.86,5494.0
ORISSAMINE,2409.6,4016.0
REPCOHOME,2410.49,385.3
DRAGARWQ,2414.01,4995.0
KLBRENG-B,2423.14,432.7
SAIPARENT,2425.48,549.0
VEEDOL,2435.88,1398.0
INA,2441.51,110.75
RHETAN,2441.61,30.64
CAMLINFINE,2448.26,127.45
RELINFRA,2453.42,60.04
SOLARA,2462.9,515.4
SPAL,2463.6,980.0
VERANDA,2485.85,258.0
AJMERA,2488.45,126.45
EVEREADY,2494.25,343.15
TALBROAUTO,2496.32,404.4
ELITECON,2498.49,15.63
BOMDYEING,2499.03,121.0
GIPCL,2504.39,161.35
SUNDROP,2511.36,666.2
RAJRATAN,2515.71,495.5
PROTEAN,2516.76,619.55
RANEHOLDIN,2518.98,1764.0
ADOR,2519.91,1448.0
ADVAIT,2523.83,2306.35
RAJESHEXPO,2536.28,85.9
JNKINDIA,2548.97,455.55
SPORTKING,2553.56,200.95
STOVEKRAFT,2582.38,780.0
GLOBUSSPR,2585.26,889.0
PANACEABIO,2588.5,422.6
MARATHON,2589.53,383.95
