symbol,market_cap_cr,entry_price_315pm,prev_day_vwap_close,return_pct_vs_prev_close,cum_volume_to_3pm,avg_36day_volume,volume_ratio,passes_volume,passes_return
NILKAMAL,2204.79,1473.8,1353.3542,9.4688,1563827,34273.11,45.6284,True,True
